representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
api,829,api,829,1891,"['api', 'json', 'api change', 'extension api', 'api design', 'pytorch api', 'rpc', 'api proposal', 'python api', 'rest api', 'node api', 'api documentation', 'api clarity', 'api compatibility', 'api enhancement', 'api breaking change', 'api reference', 'api deprecation', 'yaml', 'api improvement', 'api behavior', 'api docs', 'oauth2', 'api error', 'api usage', 'api issue', 'api breaking', 'type api', 'api consistency', 'api incompatibility', 'api request', 'api missing', 'api review', 'torch api', 'api removal', 'api update', 'next.js api', 'next api', 'api doc', 'area api', 'type api change', 'api testing', 'internal api', 'n api', 'unstable api', 'api stability', 'api regression', 'functional api', 'c++ api', 'api bug', 'tensor api', 'github api', 'api upgrade', 'java api', 'api access', 'api integration', 'observer api', 'client api', 'oauth', 'domain: api', 'vscode api', 'api exposure', 'labels: api', 'elasticsearch api', 'domain: api design', 'json rpc', 'json output', 'topic: api', 'category: api', 'topic: api change', 'fetch api', 'type: api change', 'deprecated api', 'api keys', 'api mismatch', 'public api', 'api version', 'api client', 'json parsing', 'api evolution', 'rpc server', 'api suggestion', 'json processing', 'api compliance', 'yaml test', 'json path', 'api response', 'search api', 'json schema', 'console api', 'api use', 'json bind', 'scroll api', 'servlet api', 'json encoding']"
performance,1955,performance,1955,1968,"['performance', 'domain: performance', 'category performance']"
ci,744,ci,744,1312,"['ci', 'ci cd', 'ci test failure', 'ci failure', 'ci test', 'ci improvement', 'ci build', 'ci issue', 'topic: ci', 'domain: ci', 'ci pipeline', 'ci update', 'ci integration', 'ci infrastructure', 'ci system tests']"
runtime,626,runtime,626,686,"['runtime', 'runtime behavior', 'runtime issue', 'runtime performance', 'runtime warning', 'runtime dependency', 'runtime hints', 'runtime exception', 'runtime issues', 'domain: runtime', 'application runtime', 'runtime environment']"
upgrade,2079,upgrade,2079,3127,"['dependency upgrade', 'upgrade', 'framework upgrade', 'upgrades', 'language upgrade', 'rolling upgrade', 'upgrading', 'type:dependency upgrade', 'upgrade required', 'upgrade regression', 'dependencies upgrade']"
security,819,security,819,833,"['security', 'domain: security', 'security vulnerability']"
cli,420,cli,420,497,"['cli', 'angular cli', 'cli usage', 'cli tool', 'cli behavior', 'spring boot cli', 'fzf cli', 'cli server', 'deno cli', 'cli options', 'cli command', 'area: cli', 'domain: deno cli', 'cli flags', 'domain: angular cli', 'domain: cli']"
regression,441,regression,441,479,"['regression', 'performance regression', 'feature regression']"
editor,593,editor,593,673,"['editor', 'editor integration', 'editor feature', 'editor functionality', 'editor behavior', 'editor rendering', 'domain: editor', 'editor navigation', 'editor features', 'editor performance']"
database,1070,database,1070,1096,"['database', 'database migration', 'database performance', 'database management', 'database integration']"
feature,440,feature,440,532,"['feature', 'features', 'feature discussion', 'feature management', 'experimental feature', 'vscode features', 'type: feature', 'vscode feature', 'experimental features', 'unimplemented feature', 'domain/language features', 'pytorch feature', 'fzf features', 'ghidra feature', 'feature interaction']"
terminal,454,terminal,454,486,"['terminal', 'terminal integration', 'integrated terminal', 'terminal behavior', 'terminal protocol', 'terminal feature', 'domain: terminal', 'terminal features']"
logging,463,logging,463,469,"['logging', 'structured logging']"
plugin,269,plugin,269,398,"['plugin', 'plugin update', 'plugin upgrade', 'plugin issue', 'plugins', 'esql plugin', 'transform plugin', 'plugin integration', 'plugin interaction', 'plugin compatibility', 'editor plugin', 'plugin configuration', 'plugin system', 'plugin issues', 'plugin management', 'plugin support', 'inference plugin', 'elasticsearch plugin', 'security plugin', 'surefire plugin', 'postcss plugin', 'spatial plugin']"
windows,415,windows,415,444,"['windows', 'floating windows', 'windows terminal', 'windows support', 'windows specific']"
type,7,type system,644,1066,"['type system', 'type inference', 'type safety', 'type check', 'type checker', 'type mismatch', 'type improvement', 'type checking', 'type feature', 'type assertion', 'type issue', 'type regression', 'type conversion', 'type enhancement', 'type cleanup', 'type hierarchy', 'type alias', 'return type notation', 'never type', 'type promotion', 'type feature request', 'type propagation', 'type stability', 'type', 'type coercion', 'type incorrectness', 'type unsoundness', 'type aliasing', 'content type', 'type annotation', 'type parameter issue', 'type unification', 'type casting', 'type instability', 'type switch', 'type aliases', 'associated type', 'generic type', 'type change', 'type punning', 'types issue', 'type constraint', 'type annotations', 'type juggling', 'integer type', 'type compatibility', 'type instantiation', 'device type', 'type resolution']"
gradle,295,gradle,295,376,"['gradle', 'junit', 'gradle plugin', 'junit jupiter']"
configuration,999,configuration,999,1005,"['configuration', 'vscode configuration', 'topic: configuration', 'fzf configuration']"
dynamo,456,dynamo,456,511,"['dynamo', 'pytorch dynamo', 'torch dynamo', 'dynamo export', 'category dynamo', 'dynamo framework', 'torch. dynamo']"
rendering,320,rendering,320,336,"['rendering', 'render', 'conditional rendering', 'domain: rendering', 'component rendering']"
parsing,64,syntax,255,577,"['syntax', 'parser', 'parsing', 'toml parser', 'syntax highlighting', 'template syntax', 'lexer', 'parser issue', 'parse', 'query parser', 'search syntax', 'expression parser', 'toml parsing', 'preprocessor', 'tokenizer', 'invalid syntax', 'syntax definition', 'argument parsing', 'version parsing', 'configuration parsing', 'metadata parsing']"
web,306,web,306,564,"['web', 'web server', 'website', 'spring web', 'spring boot web', 'web flux', 'spring boot starter web', 'web api', 'web client', 'web framework', 'web streams', 'web components', 'web application', 'vscode web', 'web extensions', 'web services', 'web testing', 'web clipper', 'web interface', 'web development', 'static site generation', 'web performance', 'website content', 'web apis', 'site management', 'site generation', 'web platform', 'site authoring', 'web extension', 'web driver']"
behavior,138,behavior,138,196,"['behavior', 'undefined behavior', 'expected behavior', 'incorrect behavior', 'unexpected behavior', 'function behavior', 'component behavior', 'inconsistent behavior', 'category undefined behavior']"
extension,256,extension,256,376,"['extension', 'extensions', 'vscode extension', 'extension installation', 'extension management', 'extension development', 'extension compatibility', 'extension interaction', 'vscode extensions', 'extension integration', 'domain: extension', 'pytorch extensions']"
accessibility,228,accessibility,228,228,['accessibility']
docker,291,docker,291,310,"['docker', 'docker compose', 'domain: docker', 'docker image', 'docker integration']"
dependency,397,dependency management,491,1200,"['dependency management', 'dependency', 'dependencies', 'external dependency', 'domain: dependency management']"
maven,224,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
spring hateoas,42,spring framework,499,1350,"['spring framework', 'spring session', 'spring hateoas', 'spring integration', 'spring graphql', 'spring context', 'spring security', 'spring authorization server', 'spring webmvc', 'spring restdocs', 'spring webflux', 'spring profiles', 'spring scheduling', 'spring environment', 'spring coroutines', 'spring websocket', 'spring', 'spring projects', 'spring expression', 'spring configuration', 'spring expression language', 'spring micrometer', 'spring features', 'spring modules', 'spring properties', 'spring extensions', 'spring webclient', 'spring mockito']"
trait,171,trait,171,413,"['trait', 'traits', 'trait related', 'trait bounds', 'trait system', 'trait implementation', 'trait objects', 'trait object', 'trait upcasting', 'trait selection', 'trait resolution', 'type traits', 'trait specialization', 'trait coherence', 'trait associated types', 'sized trait', 'trait method']"
spring boot configuration,21,spring boot,1725,1956,"['spring boot', 'spring boot configuration', 'spring boot dependencies', 'spring boot autoconfigure', 'spring boot core', 'boot', 'spring boot features', 'spring boot 3.x', 'spring boot buildpack', 'spring boot starter', 'spring boot testing', 'boot autoconfigure', 'boot starter', 'spring boot starter test', 'boot loader', 'spring boot 2.x', 'spring boot loader', 'spring boot starter activemq', 'spring boot 3.4.x', 'spring boot test autoconfigure', 'spring boot build', 'spring boot docker', 'spring boot auto configuration', 'spring boot tools', 'spring boot feature', 'spring boot plugin', 'domain: spring boot', 'spring boot upgrade', 'framework spring boot', 'spring boot maven plugin', 'spring boot compatibility']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,293,"['integration', 'continuous integration', 'fzf integration']"
crash,644,crash,644,707,"['crash', 'compiler crash', 'runtime crash', 'type crash', 'application crash', 'crash report', 'crashes', 'crash reporting', 'crash recovery']"
panic,244,panic,244,285,"['panic', 'runtime panic', 'compiler panic', 'analysis panic', 'panics', 'panic handling']"
elasticsearch sql,3,sql,420,724,"['sql', 'mysql', 'postgresql', 'sql parser', 'mysql compatibility', 'tidb sql', 'sql syntax', 'sqlite', 'mariadb', 'mssql', 'sql feature', 'area sql', 'sql plugin', 'elasticsearch sql', 'sql mode', 'sqlite3', 'sqlserver', 'postgres', 'odbc', 'mysql protocol', 'sql compatibility', 'sql performance', 'sql function', 'sql query', 'sql error', 'sql optimization', 'sql functionality', 'sql engine', 'sql execution', 'sql server', 'sql analysis', 'sql package', 'sql parsing', 'sql update', 'sql schema']"
optimization,668,optimization,668,803,"['optimization', 'optimizer', 'optimizers', 'performance optimization', 'topic: optimization', 'pytorch optimization', 'type: optimization', 'domain: optimization', 'optimizations']"
doc suggestion,2,docs,181,341,"['docs', 'doc', 'doc improvement', 'doc tests', 'doc issue', 'spring rest docs', 'rest docs', 'intra doc links', 'pytorch docs', 'doc values', 'doc content', 'reference docs', 'doc bug', 'doc request', 'doc test', 'doc suggestion', 'doc link']"
conflict resolution,12,dependency resolution,171,221,"['dependency resolution', 'resolution', 'conflict resolution', 'resolution conflict', 'resolution strategy']"
http,284,http,284,428,"['http', 'http client', 'http headers', 'http status', 'http message converter', 'https', 'http error', 'http status code', 'http request', 'http protocol', 'http proxy', 'http status codes', 'http connection', 'http server', 'http message conversion', 'http method']"
search,201,search,201,207,"['search', 'search template', 'search function']"
cryptography,19,crypto,206,250,"['crypto', 'encryption', 'cryptography', 'domain: crypto', 'domain: cryptography']"
tooling,199,tooling,199,211,"['tooling', 'build tooling', 'domain: tooling']"
language,262,language,262,835,"['language', 'language feature', 'language features', 'language support', 'language kotlin', 'language behavior', 'language enhancement', 'language proposal', 'language improvement', 'language version', 'expression language', 'programming language', 'language standards', 'language implementation', 'language extensions', 'domain: language features', 'domain: language', 'domain:go language', 'domain:programming language', 'language specification', 'category language', 'language standard', 'language extension']"
core,216,core,216,413,"['core', 'pytorch core', 'area core', 'svelte core', 'domain core', 'spring framework core', 'angular core', 'area: core', 'spring core', 'tidb core', 'deno core', 'core logic', 'ghidra core', 'core language', 'domain: core', 'core library', 'bitcoin core', 'core functionalities', 'core libraries', 'core development', 'core functionality', 'javascript core', 'core framework', 'core engine', 'core function']"
aot,157,aot,157,199,"['aot', 'aot compilation', 'aot compiler', 'aot compile', 'spring aot', 'aot export', 'aot autograd', 'aot inductor']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,347,"['cuda', 'cuda support', 'cuda issue', 'domain cuda', 'domain: cuda', 'cuda error', 'cuda unsupported']"
spel,144,spel,144,144,['spel']
leak,17,memory leak,245,275,"['memory leak', 'leak', 'resource leak', 'goroutine leak', 'memory leaks', 'leak detection']"
android,147,android,147,152,"['android', 'android issue']"
networking,125,networking,125,127,"['networking', 'domain: networking']"
lifetime,106,lifetime,106,122,"['lifetime', 'lifetimes', 'lifetime parameters']"
distributed,126,distributed,126,154,"['distributed', 'pytorch distributed', 'distributed computing']"
python,454,python,454,552,"['python', 'python integration', 'python version', 'requires python', 'python compatibility', 'python versioning', 'python packaging', 'python discovery', 'python interpreter', 'python project', 'python interaction', 'domain: python', 'python extension', 'python tooling', 'python ecosystem', 'python support', 'python library', 'python package', 'python registration', 'python environment', 'python version conflict', 'python version mismatch', 'python interp']"
precompilation,23,codegen,146,169,"['codegen', 'precompilation']"
java configuration,4,java,1923,2067,"['java', 'jdk', 'java version', 'jvm', 'java interop', 'java compiler', 'java support', 'java features', 'java configuration', 'java application', 'java exception', 'domain: java', 'java annotations', 'java threading', 'java annotation', 'java ecosystem', 'java driver', 'java technology', 'java stdlib', 'spring java format', 'jvm tool mode', 'oracle jdk']"
installer,3,installation,203,238,"['installation', 'install', 'installer']"
configuration cache,5,cache,195,360,"['cache', 'caching', 'build cache', 'module cache', 'configuration cache', 'cache management', 'cache issue', 'topic: caching', 'distributed cache', 'cache control', 'plan cache', 'schema cache', 'cache miss']"
rustc,381,rustc,381,430,"['rustc', 'rustc error', 'rustc book', 'rustc internal', 'rustc internal error', 'rustc compiler', 'rustc issue', 'rustc warning', 'rustc panic']"
inductor,243,inductor,243,258,"['inductor', 'inductor backend', 'topic: inductor']"
layout,199,layout,199,214,"['layout', 'application layout', 'layout issue', 'layout animation', 'layout propagation', 'layout mismatch', 'layout problem']"
reactor,170,reactor,170,173,"['reactor', 'spring reactor']"
css rendering,2,javascript,547,949,"['css', 'html', 'javascript', 'js', 'css generation', 'next js', 'css modules', 'js error', 'node js', 'zone js', 'css assets', 'css syntax', 'css variables', 'css issue', 'css output', 'css processing', 'css transitions', 'css transformer', 'scss', 'html rendering', 'html generation', 'css utility', 'css styles', 'css parser', 'jquery', 'css rendering', 'css selector', 'html formatting', 'css custom properties', 'css import']"
messaging,63,messaging,63,63,['messaging']
pulsar,115,pulsar,115,158,"['pulsar', 'spring pulsar', 'pulsar reactive']"
workspace,96,workspace,96,128,"['workspace', 'workspaces', 'workspace support', 'workspace management']"
component,135,component,135,168,"['component', 'components', 'component interaction', 'standalone components', 'standalone component', 'component configuration']"
mvc,65,mvc,65,113,"['mvc', 'spring mvc', 'web mvc']"
config,91,config,91,111,"['config', 'cfg', 'launch config', 'cfg attr', 'config parsing', 'spring config', 'config management']"
jit,159,jit,159,190,"['jit', 'torch jit', 'jit compilation', 'jit compiler', 'jit issue']"
debug,67,debugging,253,477,"['debugger', 'debug', 'debugging', 'gdb', 'debug console', 'debug build', 'debug assertions', 'software debugging']"
deprecation,154,deprecation,154,156,"['deprecation', 'type: deprecation']"
chat,139,chat,139,171,"['chat', 'inline chat', 'quick chat', 'copilot chat', 'chat feature', 'panel chat', 'chat integration', 'chat view', 'chat widget']"
cpu gpu comparison,3,cpu,179,385,"['cpu', 'gpu', 'cpu features', 'gpus', 'target cpu', 'multi gpu', 'cpu fallback', 'cpu usage', 'cpu architecture', 'cpu gpu comparison', 'cpu performance', 'cpu instruction', 'cpu optimization', 'cpu emulation', 'cpu detection', 'nvidia', 'gpu issue', 'cpu feature detection', 'gpu rendering', 'gpu acceleration']"
micrometer,147,micrometer,147,147,['micrometer']
improvement,316,improvement,316,329,"['improvement', 'performance improvement', 'type: improvement', 'suggestion improvement']"
user,4,user interface,274,541,"['user interface', 'user experience', 'user facing', 'user', 'user feedback', 'user management', 'domain: user interface', 'domain: user experience', 'user interfaces', 'user guide', 'user interaction', 'user input', 'user consent', 'user lookup', 'user suggestion']"
tracing,192,tracing,192,198,"['tracing', 'dynamic tracing', 'symbolic tracing']"
std,91,std,91,123,"['std', 'std library', 'deno std', 'rust std', 'std lib', 'build std']"
memory,96,memory management,158,415,"['memory', 'memory management', 'memory corruption', 'memory access', 'memory format', 'memory layout', 'memory profiling', 'memory optimization', 'memory consumption', 'memory mapping', 'memory issue', 'memory allocation', 'memory issues', 'memory model', 'memory allocator', 'shared memory', 'memory overflow', 'memory alignment', 'uninitialized memory', 'memory reference']"
logback,18,httpclient,59,88,"['httpclient', 'logback', 'log4j', 'wildfly']"
telemetry,138,telemetry,138,138,['telemetry']
performance metrics,2,metrics,220,222,"['metrics', 'performance metrics']"
frontend,109,frontend,109,115,"['frontend', 'compiler frontend', 'pytorch frontend']"
mir,87,mir,87,118,"['mir', 'mir opt', 'mir validation', 'mir optimization', 'mir build']"
data,5,spring data,165,497,"['spring data', 'data type', 'data consistency', 'data types', 'data access', 'data streams', 'data source', 'data corruption', 'data structures', 'data model', 'data binding', 'data integrity', 'spring data mongodb', 'data migration', 'data fetching', 'phantom data', 'data type issues', 'data stream', 'data mapping', 'data import', 'data management', 'data type issue', 'export data', 'data layout', 'data parallelism', 'data loading', 'data attribute', 'site data', 'spring data cassandra', 'data', 'data table', 'data inconsistency', 'data accuracy', 'data retrieval', 'data mismatch', 'data structure', 'data processing', 'data conversion', 'data storage', 'data modeling', 'data type conversion', 'data type mismatch', 'data analysis', 'binary data', 'data formatting', 'invalid data', 'data dependency', 'data dependent', 'spring data r2dbc', 'form data', 'spring data gemfire', 'data type management']"
workflow,75,workflow,75,80,"['workflow', 'workflows', 'workflow management']"
ddl,82,ddl,82,87,"['ddl', 'tidb ddl', 'ddl operation']"
auth,35,authentication,128,168,"['authentication', 'auth', 'auth issue', 'auth plugin']"
async,123,async,123,369,"['async', 'coroutines', 'async await', 'goroutine', 'async runtime', 'async hooks', 'async storage', 'async support', 'goroutines', 'async closures', 'async programming', 'async closure', 'coroutine', 'async load', 'async merge', 'async execution', 'async operation', 'async local storage', 'async iterable', 'async issue', 'async collective tensor', 'async enrich', 'async handling', 'async executor', 'async requests', 'async test', 'asynchronous', 'async recursion']"
server,122,server,122,323,"['server', 'language server', 'webserver', 'tidb server', 'server actions', 'client server', 'authorization server', 'server rendering', 'platform server', 'server action', 'management server', 'symbol server', 'domain language server', 'domain: language server', 'vscode server', 'server components', 'embedded server']"
backtrace,8,segfault,152,166,"['segfault', 'stacktrace', 'backtrace']"
migration,158,migration,158,162,"['migration', 'feature migration', 'migrations']"
mps,98,mps,98,98,['mps']
infrastructure,174,infrastructure,174,177,"['infrastructure', 'domain: infrastructure']"
spring data jpa,4,jdbc,100,138,"['jdbc', 'jpa', 'spring data jpa', 'spring data jdbc']"
tomcat,129,tomcat,129,129,['tomcat']
time,15,compile time,41,80,"['compile time', 'time', 'compilation time', 'compile time issue', 'compile time behavior', 'time series', 'time package', 'constant time', 'build time']"
cgo,100,cgo,100,102,"['cgo', 'cgo issue']"
functionality,91,functionality,91,94,"['functionality', 'pytorch functionality']"
import,113,import,113,285,"['import', 'export', 'onnx export', 'dynamic imports', 'organize imports', 'dynamic import', 'imports', 'package import', 'model export', 'exports', 'import behavior', 'import failure', 'lightning import', 'pytorch export', 'import resolution', 'import management']"
ios,121,ios,121,126,"['ios', 'xcode']"
index,79,index,79,149,"['index', 'feature index', 'index compatibility', 'vector index', 'indices', 'index select', 'index settings', 'index management', 'index store', 'index fill', 'index mapping', 'index template', 'index strategy', 'index usage']"
compilation,272,compilation,272,274,"['compilation', 'category: compilation']"
completion,129,completion,129,131,"['completion', 'category: completion']"
os,119,os,119,148,"['os', 'os exec', 'os windows', 'os string', 'os request', 'os compatibility', 'os agnostic', 'target os', 'os user', 'os issue', 'os interface', 'os issues', 'os incompatibility']"
concurrency,252,concurrency,252,261,"['concurrency', 'concurrency issue', 'concurrency control']"
kafka,87,kafka,87,134,"['kafka', 'spring kafka', 'framework kafka']"
query,52,query,52,239,"['query planner', 'query', 'query execution', 'query performance', 'query optimization', 'query planning', 'query optimizer', 'tidb query', 'queries', 'query validation', 'querying', 'query result', 'query language', 'elasticsearch query', 'query issue', 'query processing']"
renderer,41,renderer,41,43,"['renderer', 'shader']"
network,173,network,173,181,"['network', 'network partition', 'domain: network']"
gcc compatibility,3,llvm,99,316,"['llvm', 'toolchain', 'cmake', 'msvc', 'libc', 'libxml2', 'zlib', 'emscripten', 'lldb', 'ccache', 'rpath', 'openmp', 'gcc', 'libxml', 'glibc', 'rustc llvm', 'sysroot', 'mingw', 'makefile', 'pypy', 'gcc compatibility', 'glibc compatibility', 'dylib']"
suggestion,104,suggestion,104,108,"['suggestion', 'documentation suggestion', 'wording suggestion']"
generics,86,generics,86,86,['generics']
safety,30,memory safety,95,135,"['memory safety', 'safety', 'object safety', 'pointer safety']"
compatibility,259,compatibility,259,278,"['compatibility', 'c++ compatibility', 'incompatibility', 'domain: compatibility', 'topic: compatibility', 'architecture compatibility']"
ownership,40,ownership,40,40,['ownership']
attention mechanisms,2,attention,44,76,"['attention', 'attention mechanism', 'attention mechanisms']"
reactive,80,reactive,80,120,"['reactive', 'reactive programming', 'reactive statements']"
jetty,86,jetty,86,98,"['jetty', 'jetty reactive']"
image,52,native image,97,221,"['native image', 'image', 'image processing', 'image loading', 'images', 'image building', 'image build', 'image preview', 'image component', 'build image', 'image packaging', 'image rendering', 'image upgrade']"
dom,109,dom,109,118,"['dom', 'shadow dom', 'dom manipulation', 'dom extension']"
routing,99,routing,99,102,"['routing', 'routing datasource']"
ssl configuration,2,ssl,105,136,"['ssl', 'openssl', 'x509', 'keystore', 'ssl configuration']"
auto configuration,100,auto configuration,100,115,"['auto configuration', 'auto analyze', 'auto increment', 'auto update', 'auto startup', 'auto collected']"
markdown,111,markdown,111,120,"['markdown', 'markdown support', 'markdown rendering']"
diagnostics,117,diagnostics,117,146,"['diagnostics', 'diagnostic']"
const,25,struct,49,210,"['struct', 'const', 'const evaluation', 'const generics', 'const propagation', 'const items', 'const expressions', 'generic const exprs', 'const trait', 'const fns', 'const safety', 'struct layout', 'const functions', 'const expr', 'structs', 'const generic', 'const unsafety', 'const features', 'domain const generics', 'generic const items', 'struct padding', 'vtable', 'const expression', 'const context']"
aten,56,aten,56,60,"['aten', 'pytorch aten', 'aten native']"
x tools,5,x pack,88,95,"['x pack', 'x tools', 'x sys unix']"
settings,96,settings,96,98,"['settings', 'setting']"
environment,82,environment,82,84,"['environment', 'environment configuration']"
command line interface,8,command line,79,215,"['command line', 'command', 'command palette', 'commands', 'command line behavior', 'command line interface', 'command line tool', 'command line tools', 'command execution', 'command block', 'command line options', 'command line flags', 'command failure', 'command line arguments', 'command consistency', 'command suggestion']"
template,112,template,112,138,"['template', 'template rendering', 'templates', 'template compatibility', 'component template', 'template expansion', 'template evaluation', 'template migration']"
enum,74,enum,74,110,"['enum', 'datatype', 'boolean', 'bool', 'bool query', 'boolean expressions', 'enums', 'enum variant', 'enum layout', 'nullable', 'enum update']"
indexing,93,indexing,93,97,"['indexing', 'indexer']"
theme,45,theme,45,58,"['theme', 'light theme', 'dark theme', 'theme extension', 'color theme']"
sync,105,sync,105,193,"['sync', 'settings sync', 'synchronization', 'profile sync', 'sync load', 'sync issue', 'sync package', 'sync failure', 'cloud sync']"
serialization,125,serialization,125,129,"['serialization', 'serialize', 'kotlin serialization']"
packaging,49,packaging,49,49,['packaging']
conflict,10,dependency conflict,32,47,"['dependency conflict', 'conflicts', 'conflict', 'component conflict']"
mongodb,49,elasticsearch,357,555,"['neo4j', 'mongodb', 'elasticsearch', 'couchbase', 'lucene', 'mongo']"
macos,99,macos,99,104,"['macos', 'macos support', 'osx']"
refactor,32,refactoring,174,215,"['refactoring', 'refactor', 'type: refactor', 'type: refactoring']"
linking,66,linking,66,74,"['linking', 'dynamic linking']"
metadata,130,metadata,130,136,"['metadata', 'library metadata', 'metadata reading', 'metadata management']"
warning,119,warning,119,154,"['warning', 'warnings', 'deprecation warning', 'warning messages']"
analysis,106,analysis,106,115,"['analysis', 'function analysis', 'evaluation']"
eval,4,const eval,90,102,"['const eval', 'eval', 'rank eval', 'eval context']"
tensor,180,tensor,180,373,"['tensor', 'tensor operations', 'tensor subclass', 'tensor parallel', 'tensor parallelism', 'tensor creation', 'tensor operation', 'domain tensor', 'sparse tensor', 'tensors', 'named tensor', 'tensor construction', 'sparse tensors', 'tensor manipulation', 'tensor management', 'tensor computation', 'distributed tensor', 'tensor issue', 'nested tensor', 'tensor broadcasting', 'tensor shapes', 'tensor attributes', 'tensor conversion', 'tensor comparison', 'masked tensor', 'fake tensor', 'nested tensors', 'tensor strides', 'empty tensor']"
executor,53,executor,53,55,"['executor', 'executor service']"
validation,155,validation,155,188,"['validation', 'verification', 'constraint validation']"
input,87,input,87,168,"['input', 'input handling', 'input method', 'input output', 'input focus', 'input field', 'inputs', 'input validation', 'keyboard input', 'invalid input', 'input output mapping', 'number input', 'input component', 'input processing', 'quick input']"
freebsd,9,linux,113,176,"['linux', 'qemu', 'openbsd', 'freebsd', 'netbsd', 'ubuntu', 'amd64']"
formatting,113,formatting,113,113,['formatting']
