representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
torch,119,dynamo,456,878,"['dynamo', 'torch compile', 'torch.compile', 'torchscript', 'torchdynamo', 'torch function', 'torch.export', 'torch', 'torch dynamo', 'torchcompile', 'torch.fx', 'torch.cond', 'torch script', 'torch api', 'torchgen', 'torchfx', 'torch export', 'torch.nn', 'torchbench', 'torch compiler', 'torchtune', 'torch.unique', 'torch jit', 'torch fx', 'torch distributed', 'torch.dynamo', 'torch.nn.functional', 'torch runtime error', 'torch. dynamo']"
syntax,255,syntax,255,266,"['syntax', 'grammar', 'syntax definition']"
web,306,web,306,361,"['web', 'website']"
behavior,138,behavior,138,138,['behavior']
accessibility,228,accessibility,228,230,"['accessibility', 'accessibility issues']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash,644,crash,644,647,"['crash', 'crashes']"
panic,244,panic,244,273,"['panic', 'panicking', 'panics', 'panic handling', 'panicked']"
doc,80,docs,181,271,"['docs', 'doc', 'doc improvement']"
search,201,search,201,216,"['search', 'find', 'search syntax', 'text search', 'search issue', 'search function']"
