representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
system,3,build system,391,436,"['build system', 'module system', 't build system', 'system', 'operating system', 'plugin system', 'extension system']"
xpack esql,2,esql,252,254,"['esql', 'xpack esql']"
terminal,454,terminal,454,473,"['terminal', 'integrated terminal', 'terminal emulation', 'terminal feature', 'domain: terminal', 'terminal features']"
logging,463,logging,463,469,"['logging', 'structured logging']"
vite plugin,5,plugin,269,329,"['plugin', 'plugins', 'esql plugin', 'plugin integration', 'filetype plugin', 'vim plugin', 'inference plugin', 'ml plugin', 'vite plugin', 'surefire plugin', 'postcss plugin']"
windows,415,windows,415,447,"['windows', 'os windows', 'windows terminal', 'windows support', 'windows specific', 'windows build']"
runtime error,393,runtime error,393,622,"['runtime error', 'compile error', 'compilation error', 'build error', 'compile time error', 'runtime errors', 'runtime warning', 'runtime exception', 'linker error', 'linking error', 'torch runtime error', 'cuda error', 'cpp compile error']"
type system,644,type system,644,668,"['type system', 'trait system', 'f type system', 'attribute system']"
maven plugin,96,gradle,295,653,"['gradle', 'maven', 'gradle plugin', 'maven plugin', 'maven integration']"
deno configuration,3,configuration,999,1119,"['configuration', 'auto configuration', 'build configuration', 'deno configuration', 'plugin configuration', 'vscode configuration', 'default configuration', 'topic: configuration', 'fzf configuration', 'component configuration']"
pytorch dynamo,20,dynamo,456,501,"['dynamo', 'pytorch dynamo', 'torch dynamo', 'torch. dynamo']"
rendering,320,rendering,320,351,"['rendering', 'ui rendering', 'render', 'editor rendering', 'domain: rendering', 'component rendering']"
svelte syntax,4,syntax,255,277,"['syntax', 'template syntax', 'svelte syntax', 'invalid syntax', 'syntax definition']"
web,306,web,306,454,"['web', 'web server', 'web flux', 'web api', 'web client', 'web mvc', 'web framework', 'web ui', 'web streams', 'web components', 'web application', 'vscode web', 'web extensions', 'web services', 'web testing', 'web clipper', 'web interface', 'web development', 'web apis', 'web platform', 'web extension', 'web driver']"
inconsistent behavior,3,behavior,138,185,"['behavior', 'behavior change', 'expected behavior', 'incorrect behavior', 'unexpected behavior', 'inconsistent behavior', 'unstable behavior', 'default behavior']"
extension,256,extension,256,336,"['extension', 'extensions', 'vscode extension', 'vscode extensions', 'domain: extension', 'pytorch extensions', 'gd extension']"
accessibility,228,accessibility,228,228,['accessibility']
docker,291,docker,291,308,"['docker', 'docker compose', 'domain: docker', 'docker integration']"
package management,286,dependency management,491,917,"['dependency management', 'package management', 'extension management', 'branch management', 'project management', 'fork management', 'feature management', 'source management', 'workspace management', 'library management', 'repository management', 'module management', 'domain: package management', 'domain: dependency management', 'plugin management', 'team management', 'license management', 'repo management', 'artifact management', 'tool management']"
spring pulsar,41,spring boot,1725,3607,"['spring framework', 'spring boot', 'spring hateoas', 'spring retry', 'spring test', 'spring boot configuration', 'spring integration', 'spring web', 'spring graphql', 'spring kafka', 'spring boot dependencies', 'spring boot autoconfigure', 'spring boot web', 'spring context', 'spring boot 3.4', 'spring amqp', 'spring boot core', 'spring boot 3.2', 'spring beans', 'spring batch', 'spring boot starter web', 'spring security', 'spring boot features', 'spring ldap', 'spring boot 3.3', 'spring pulsar', 'spring ws', 'spring boot 3.x', 'spring boot buildpack', 'spring framework 6.1', 'spring webmvc', 'spring framework core', 'spring boot starter', 'spring boot testing', 'spring restdocs', 'spring aop', 'spring boot starter test', 'spring boot 2.x', 'spring webflux', 'spring native', 'spring profiles', 'spring boot cli', 'spring scheduling', 'spring framework 6.2', 'spring core', 'spring framework 6', 'spring orm', 'spring boot loader', 'spring boot starter activemq', 'spring boot 3.4.x', 'spring reactor', 'spring boot test autoconfigure', 'spring cloud config', 'spring boot build', 'spring init', 'spring boot docker', 'spring environment', 'spring boot auto configuration', 'spring boot tools', 'spring coroutines', 'spring websocket', 'spring tx', 'spring', 'spring boot feature', 'spring projects', 'spring boot plugin', 'spring configuration', 'spring aot', 'domain: spring boot', 'spring micrometer', 'spring features', 'spring boot 3', 'spring modules', 'spring properties', 'spring extensions', 'spring boot upgrade', 'spring config', 'spring webclient', 'spring bean', 'framework spring boot', 'spring boot maven plugin', 'spring boot compatibility', 'spring mockito']"
trait,171,trait,171,270,"['trait', 'traits', 'trait related', 't traits', 'trait upcasting', 'trait coherence']"
typescript,386,typescript,386,388,"['typescript', 'topic: typescript']"
fzf integration,2,integration,285,342,"['integration', 'editor integration', 'ide integration', 'continuous integration', 'fzf integration', 'ci integration']"
crash reporting,2,crash,644,651,"['crash', 'crash report', 'crash reporting', 'crash recovery']"
panic,244,panic,244,254,"['panic', 'rustc panic', 'panics']"
dependency,397,dependency,397,448,"['dependency', 'circular dependency', 'library dependency', 'runtime dependency', 'task dependency', 'external dependency', 'optional dependencies', 'package dependency', 'dependency bump', 'cyclic dependency', 'transitive dependency', 'circular dependencies', 'upstream dependency', 'order dependency', 'optional dependency']"
tidb sql,6,sql,420,503,"['sql', 'sql parser', 'tidb sql', 'sql syntax', 'sql feature', 'sql plugin', 'elasticsearch sql', 'sql performance', 'sql query', 'sql optimization', 'sql functionality', 'sql engine', 'sql execution', 'sql analysis', 'sql package', 'sql es', 'sql parsing', 'sql update', 'sql schema']"
error,270,error,270,626,"['error', 'type error', 'assertion error', 'rustc error', 'error reporting', 'parse error', 'syntax error', 'parsing error', 'fatal error', 'validation error', 'attribute error', 'parser error', 'logic error', 'function error', 'region error', 'error report', 'unexpected error', 'evaluation error', 'allocation error', 'logical error', 'oom error', 'recursive error', 'recursion error', 'key error', 'memory error', 'bounds error', 'error suggestion', 'utf8 error', 'name error', 'math error', 'copy error', 'init error', 'ubsan error', 'sanitizer error']"
optimization,668,optimization,668,705,"['optimization', 'inlining', 'mir optimization', 'topic: optimization', 'pytorch optimization', 'type: optimization', 'domain: optimization', 'optimizations']"
module resolution,34,dependency resolution,171,214,"['dependency resolution', 'module resolution', 'package resolution']"
http client,90,http,284,402,"['http', 'http client', 'http headers', 'net http', 'http request', 'http protocol', 'http proxy', 'http connection', 'http server']"
search,201,search,201,223,"['search', 'fuzzy search', 'search and replace', 'elastic search', 'knn search']"
crypto,206,crypto,206,230,"['crypto', 'cryptography', 'domain: crypto', 'domain: cryptography']"
tooling,199,tooling,199,205,"['tooling', 'domain: tooling']"
language,262,language,262,955,"['language', 'language feature', 'language design', 'language features', 'language support', 'language groovy', 'language kotlin', 'language model', 'language enhancement', 'language proposal', 'language improvement', 'domain language', 'julia language', 'programming language', 'rust language', 'language standards', 'language implementation', 'language extensions', 'core language', 'domain: language features', 'language semantics', 'language spec', 'domain language features', 'programming language agnostic', 'domain: language', 'domain:go language', 'domain:programming language', 'language specification', 'go programming language', 'domain language rust', 'category language', 'language agnostic', 'language standard', 'language extension']"
svelte core,8,core,216,375,"['core', 'pytorch core', 'svelte core', 'area: core', 'sway core', 'tidb core', 'deno core', 'core ops', 'torch core', 'ghidra core', 'julia core', 'core lib', 'domain: core', 'core library', 'bitcoin core', 'core functionalities', 'core libraries', 'hugo core', 'core functionality', 'nodejs core']"
aot,157,aot,157,168,"['aot', 'aot autograd', 'aot inductor']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,340,"['cuda', 'cuda support', 'domain: cuda', 'cuda unsupported']"
spel,144,spel,144,144,['spel']
memory,96,memory leak,245,614,"['memory leak', 'memory', 'memory safety', 'memory access', 'memory usage', 'memory format', 'memory layout', 'memory profiling', 'memory optimization', 'memory consumption', 'memory mapping', 'memory issue', 'memory allocation', 'memory issues', 'memory model', 'memory leaks', 'memory allocator', 'shared memory', 'out of memory', 'memory limit', 'memory alignment', 'uninitialized memory', 'memory reference']"
android,147,android,147,152,"['android', 'android issue']"
p2p networking,2,networking,125,154,"['networking', 'p2p', 'domain: networking', 'p2p networking']"
lifetime,106,lifetime,106,114,"['lifetime', 'f lifetime', 'lifetime parameters', 'non lifetime binders']"
pytorch distributed,6,distributed,126,170,"['distributed', 'pytorch distributed', 'distributed computing', 'torch distributed', 'distributed tensor', 'dist distributed', 'distributed checkpointing', 'distributed checkpoint']"
python,454,python,454,518,"['python', 'python integration', 'uv python', 'requires python', 'python versioning', 'python packaging', 'python discovery', 'python env', 'python interpreter', 'python project', 'domain: python', 'python extension', 'python tooling', 'python ecosystem', 'python library', 'python package', 'python environment', 'python interp']"
codegen,146,codegen,146,146,['codegen']
upgrade,2079,upgrade,2079,2105,"['upgrade', 'rolling upgrade', 'upgrading', 'type:dependency upgrade', 'downgrade', 'upgrade required']"
java,1923,java,1923,1964,"['java', 'java 21', 'java io', 'java support', 'java features', 'domain: java', 'java threading', 'java ecosystem', 'java driver', 'java technology', 'java stdlib']"
installation,203,installation,203,226,"['installation', 'package installation', 'extension installation', 'installer', 'tool installation']"
cache,195,cache,195,220,"['cache', 'build cache', 'module cache', 'configuration cache', 'distributed cache', 'opcode cache', 'plan cache', 'cache miss']"
rustc,381,rustc,381,381,['rustc']
inductor,243,inductor,243,245,"['inductor', 'topic: inductor']"
ui layout,4,layout,199,207,"['layout', 'window layout', 'ui layout', 'application layout']"
reactor,170,reactor,170,170,['reactor']
css,208,css,208,255,"['css', 'css generation', 'css modules', 'css assets', 'css syntax', 'css output', 'css processing', 'css transitions', 'css transformer', 'css utility', 'css styles', 'css parser', 'css rendering', 'css selector', 'css import']"
messaging,63,messaging,63,63,['messaging']
pulsar,115,pulsar,115,115,['pulsar']
workspace,96,workspace,96,102,"['workspace', 'workspace trust', 'deno workspace']"
svelte component,18,component,135,262,"['component', 'components', 'component interaction', 'svelte component', 'ui component', 'ui components', 'component hydration', 'svelte component interaction']"
kotlin,155,kotlin,155,155,['kotlin']
mvc,65,mvc,65,110,"['mvc', 'spring mvc']"
config,91,config,91,96,"['config', 'launch config', 'pkg config']"
jit,159,jit,159,163,"['jit', 'torch jit']"
breakpoint,13,debugger,101,118,"['debugger', 'breakpoint', 'breakpoints']"
deprecation,154,deprecation,154,156,"['deprecation', 'type: deprecation']"
publish failure,2,build failure,180,190,"['build failure', 'sync failure', 'push failure', 'publish failure']"
copilot chat,2,chat,139,155,"['chat', 'quick chat', 'copilot chat', 'chat feature', 'chat integration']"
cpu,179,cpu,179,216,"['cpu', 'cpu features', 'target cpu', 'cpu fallback', 'cpu usage', 'cpu architecture', 'cpu gpu comparison', 'cpu performance', 'cpu optimization', 'cpu emulation', 'cpu detection', 'cpu feature detection']"
micrometer,147,micrometer,147,147,['micrometer']
error message,184,error message,184,193,"['error message', 'exception message', 'error messages', 'type: error message', 'warning messages']"
improvement,316,improvement,316,335,"['improvement', 'ux improvement', 'type: improvement', 'general improvement', 'suggestion improvement']"
ux,128,ux,128,158,"['ux', 'usability', 'ui/ux']"
user,4,user interface,274,528,"['user interface', 'user experience', 'user', 'user feedback', 'domain: user interface', 'domain: user experience', 'user interfaces', 'user interaction', 'user input', 'user consent', 'user lookup', 'os user', 'user suggestion']"
tracing,192,tracing,192,192,['tracing']
std,91,std,91,123,"['std', 'std library', 'deno std', 'rust std', 'std lib', 'build std']"
rustdoc,114,rustdoc,114,123,"['rustdoc', 't rustdoc']"
httpclient,59,httpclient,59,90,"['httpclient', 'webclient']"
telemetry,138,telemetry,138,138,['telemetry']
parser,136,parser,136,141,"['parser', 'toml parser']"
metrics,220,metrics,220,224,"['metrics', 'metric']"
inductor backend,13,frontend,109,202,"['frontend', 'backend', 'inductor backend', 'pytorch frontend', 'pytorch backend', 't rustdoc frontend']"
mir,87,mir,87,87,['mir']
spring data,165,spring data,165,187,"['spring data', 'spring data mongodb', 'spring data jpa', 'spring data redis', 'spring data cassandra', 'spring data jdbc', 'spring data r2dbc', 'spring data gemfire']"
workflows,3,workflow,75,78,"['workflow', 'workflows']"
pytorch,619,pytorch,619,793,"['autograd', 'pytorch', 'pytorch onnx', 'pytorch rocm', 'tensorflow', 'keras', 'pytorch aten', 'domain: pytorch']"
tidb ddl,3,ddl,82,97,"['ddl', 'dml', 'tidb ddl']"
authentication,128,authentication,128,181,"['authentication', 'auth', 'authorization']"
async,123,async,123,248,"['async', 'async await', 'async runtime', 'async fn', 'f async', 'async hooks', 'async closures', 'f async closure', 'async fn traits', 'async closure', 'async operation', 'async iterable', 'async enrich', 'async handling', 'async executor', 'asynchronous', 'async recursion']"
server,122,server,122,254,"['server', 'tidb server', 'server actions', 'client server', 'authorization server', 'dev server', 'spring authorization server', 'server rendering', 'platform server', 'code server', 'server action', 'hugo server', 'cli server', 'vscode server', 'server components', 'embedded server', 'rpc server', 'mock server']"
segfault,152,segfault,152,216,"['segfault', 'segmentation fault', 'segv']"
svelte migration,5,migration,158,171,"['migration', 'svelte migration', 'feature migration', 'migrations', 'code migration', 'template migration']"
mps,98,mps,98,98,['mps']
infrastructure,174,infrastructure,174,180,"['infrastructure', 'domain: infrastructure', 'ci infrastructure']"
jdbc,100,jdbc,100,100,['jdbc']
tomcat,129,tomcat,129,217,"['tomcat', 'jetty', 'wildfly']"
compile time,41,compile time,41,48,"['compile time', 'compilation time', 'compile time issue', 'compile time behavior']"
cgo,100,cgo,100,100,['cgo']
functionality,91,functionality,91,94,"['functionality', 'pytorch functionality']"
import,113,import,113,122,"['import', 'package import', 'lightning import', 'module import']"
ios,121,ios,121,121,['ios']
index,79,index,79,90,"['index', 'feature index', 'uv index', 'index mapping', 'index template', 'index strategy']"
compilation,272,compilation,272,336,"['compilation', 'incremental compilation', 'aot compilation', 'dynamic compilation', 'jit compilation', 'conditional compilation', 'category: compilation']"
debug,67,debug,67,84,"['debug', 'debug build', 'debug assertions', 'debug info']"
completion,129,completion,129,133,"['completion', 'shell completion', 'category: completion']"
os,119,os,119,128,"['os', 'os compatibility', 'os agnostic', 'target os', 'os incompatibility']"
concurrency,252,concurrency,252,254,"['concurrency', 'concurrency control']"
kafka,87,kafka,87,87,['kafka']
tidb query,2,query,52,229,"['query planner', 'query', 'query execution', 'query optimization', 'query plan', 'query planning', 'query optimizer', 'tidb query', 'query list', 'query dsl', 'bool query', 'query parser', 'query result', 'query language', 'elasticsearch query', 'query processing']"
renderer,41,renderer,41,41,['renderer']
network,173,network,173,183,"['network', 'network partition', 'domain: network', 'p2p network']"
llvm,99,llvm,99,107,"['llvm', 'rustc llvm', 'a llvm', 'llvm ir']"
advice,2,suggestion,104,115,"['suggestion', 'suggestions', 'advice']"
f generics,2,generics,86,90,"['generics', 'f generics', 'domain const generics']"
compatibility,259,compatibility,259,391,"['compatibility', 'backward compatibility', 'library compatibility', 'platform compatibility', 'abi compatibility', 'compiler compatibility', 'extension compatibility', 'spec compatibility', 'c++ compatibility', 'plugin compatibility', 'domain: compatibility', 'topic: compatibility', 'binary compatibility', 'cross version compatibility', 'backwards compatibility', 'gcc compatibility', 'glibc compatibility', 'version compatibility', 'architecture compatibility', 'v8 compatibility']"
dependencies,305,dependencies,305,314,"['dependencies', 'peer dependencies', 'dev dependencies', 'platform dependencies']"
ownership,40,ownership,40,44,"['ownership', 't ownership', 'ownership and borrowing']"
attention mechanisms,2,attention,44,76,"['attention', 'attention mechanism', 'attention mechanisms']"
reactive,80,reactive,80,88,"['reactive', 'reactive streams', 'pulsar reactive']"
image,52,native image,97,217,"['native image', 'image', 'image processing', 'image loading', 'image building', 'image build', 'image preview', 'image component', 'build image', 'oci image', 'image packaging', 'image rendering']"
language server,89,language server,89,107,"['language server', 'go language server', 'domain language server', 'domain: language server', 'language service']"
dom,109,dom,109,121,"['dom', 'ext dom', 'shadow dom', 'dom manipulation', 'dom extension']"
route interception,2,routing,99,103,"['routing', 'intercepting routes', 'route interception']"
graphql,100,graphql,100,100,['graphql']
optimizer,91,optimizer,91,97,"['optimizer', 'optimizers']"
ssl,105,ssl,105,161,"['ssl', 'tls', 'ssl configuration']"
markdown,111,markdown,111,118,"['markdown', 'markdown rendering']"
diagnostics,117,diagnostics,117,120,"['diagnostics', 'a diagnostics']"
struct,49,struct,49,52,"['struct', 'structs']"
runtime behavior,16,compiler behavior,32,52,"['compiler behavior', 'runtime behavior', 'language behavior']"
aten,56,aten,56,56,['aten']
x pack,88,x pack,88,90,"['x pack', 'x pack ml']"
settings,96,settings,96,115,"['settings', 'settings sync', 'dev settings']"
environment,82,environment,82,92,"['environment', 'runtime environment', 'test environment', 'environment configuration', 'environment interaction', 'environment management']"
command line,79,command line,79,199,"['command line', 'command', 'command palette', 'command line behavior', 'command line interface', 'command line tool', 'command prompt', 'command line tools', 'command block', 'command line options', 'command line flags', 'cli command', 'command line args', 'command output', 'command line arguments', 'shell command', 'command suggestion']"
svelte template,2,template,112,188,"['template', 'rest template', 'template rendering', 'template pipeline', 'templates', 'template engine', 'component template', 'template binding', 'svelte template']"
json,130,json,130,167,"['json', 'json rpc', 'json output', 'json parsing', 'json processing', 'json schema', 'json encoding']"
enum,74,enum,74,80,"['enum', 'enums', 'enum variant']"
indexing,93,indexing,93,93,['indexing']
dark theme,4,theme,45,56,"['theme', 'light theme', 'dark theme', 'color theme']"
type issue,18,type bug,79,107,"['type bug', 'type issue', 'type system bug', 'type parameter issue', 'type checking bug', 'type hint issue', 'types issue']"
uv sync,12,sync,105,117,"['sync', 'uv sync']"
api change,170,api change,170,186,"['api change', 'api breaking change', 'type api', 'type api change', 'topic: api change', 'type: api change']"
serialization,125,serialization,125,145,"['serialization', 'deserialization', 'kotlin serialization']"
packaging,49,packaging,49,49,['packaging']
testfailure,30,testfailure,30,30,['testfailure']
dependency issue,42,dependency issue,42,79,"['dependency conflict', 'dependency issue', 'dependency issues', 'dependency problem']"
neo4j,88,neo4j,88,88,['neo4j']
webflux,85,webflux,85,85,['webflux']
osx,3,macos,99,102,"['macos', 'osx']"
debugging,253,debugging,253,261,"['debugging', 'remote debugging']"
refactoring,174,refactoring,174,215,"['refactoring', 'refactor', 'type: refactor', 'type: refactoring']"
dynamic linking,8,linking,66,77,"['linking', 'dynamic linking', 'static linking']"
module metadata,2,metadata,130,134,"['metadata', 'module metadata', 'library metadata']"
warning,119,warning,119,156,"['warning', 'warnings', 'deprecation warning', 'rustc warning', 'lint warning']"
analysis,106,analysis,106,125,"['analysis', 'transitive analysis', 'binary analysis', 'analysis panic']"
const fns,3,const eval,90,247,"['const eval', 'const', 'const evaluation', 'const generics', 'const fn', 'const propagation', 'f const', 't const', 'f const trait', 'const expressions', 'generic const exprs', 'const trait', 'const fns', 'const expr', 'const generic', 'const unsafety', 'const expression', 'const context']"
tensor,180,tensor,180,303,"['tensor', 'tensor operations', 'tensor parallel', 'tensor parallelism', 'tensor creation', 'tensor ops', 'tensor operation', 'tensors', 'tensor construction', 'tensor computation', 'tensor broadcasting', 'tensor shapes', 'masked tensor', 'fake tensor', 'tensor strides']"
executor,53,executor,53,53,['executor']
validation,155,validation,155,179,"['validation', 'schema validation', 'guard validation', 'query validation', 'mir validation', 'constraint validation', 'ticket validation']"
input,87,input,87,128,"['input', 'input handling', 'input output', 'input validation', 'invalid input', 'input output mapping', 'input processing']"
linux,113,linux,113,147,"['linux', 'ubuntu']"
formatting,113,formatting,113,113,['formatting']
gc,78,gc,78,80,"['gc', 'gc issue']"
doc link,2,doc,80,85,"['doc', 'intra doc links', 'doc link']"
macro,75,macro,75,112,"['macro', 'macro rules', 'proc macro', 'f macro', 'macros', 'macro redefinition']"
gui,108,gui,108,111,"['gui', 'terminal ui']"
compile autograd,3,torch compile,47,107,"['torch compile', 'compile', 'compiling', 'compile autograd', 'compile test', 'aot compile', 'pytorch compile', 'deno compile', 'cmd compile', 'compiled autograd', 'compile fail']"
actuator,62,actuator,62,62,['actuator']
opcache,86,opcache,86,86,['opcache']
workbench,43,workbench,43,43,['workbench']
bugs,44,bugs,44,44,['bugs']
encoding,94,encoding,94,114,"['encoding', 'utf8', 'character encoding', 'charset']"
website,55,website,55,57,"['website', 'site authoring']"
bootstrap,77,bootstrap,77,80,"['bootstrap', 't bootstrap']"
toolchain,57,toolchain,57,57,['toolchain']
fuzzer,2,fuzzing,61,63,"['fuzzing', 'fuzzer']"
iterator,66,iterator,66,73,"['iterator', 'iterators']"
data,5,data race,78,355,"['data race', 'data type', 'data consistency', 'data types', 'data streams', 'data source', 'data corruption', 'data structures', 'data model', 'data binding', 'data integrity', 'data fetching', 'phantom data', 'data type issues', 'data stream', 'data mapping', 'data type issue', 'data parallelism', 'data attribute', 'data redis', 'data', 'data loss', 'meta data', 'data inconsistency', 'data accuracy', 'data retrieval', 'data mismatch', 'data structure', 'data processing', 'data conversion', 'data storage', 'data modeling', 'data type conversion', 'data type mismatch', 'data analysis', 'binary data', 'invalid data', 'data dependent', 'form data']"
jupyter notebook,4,notebook,53,91,"['notebook', 'jupyter', 'ipython', 'notebooks', 'jupyter notebook']"
caching,107,caching,107,109,"['caching', 'topic: caching']"
error handling,243,error handling,243,328,"['error handling', 'exception handling']"
flaky,44,flaky,44,44,['flaky']
release,68,release,68,128,"['release', 'release notes', 'release process', 'release workflow', 'release blocker', 'release note', 'go release', 'release candidate', 'patch release', 'pre release']"
cmake,52,cmake,52,56,"['cmake', 'makefile']"
nn,47,nn,47,47,['nn']
pip,69,pip,69,71,"['pip', 'uv pip']"
gpu,135,gpu,135,160,"['gpu', 'multi gpu', 'gpu rendering', 'gpu acceleration']"
internal,30,internal,30,44,"['internal', 'rustc internal', 'pytorch internal']"
scripting,59,scripting,59,59,['scripting']
threading,60,threading,60,114,"['threading', 'multithreading', 'multi threading']"
functional,30,functional,30,32,"['functional', 'nn functional']"
zend,33,zend engine,110,145,"['zend engine', 'zend', 'zend extension']"
vimscript,86,vimscript,86,88,"['vimscript', 'viml']"
navigation,113,navigation,113,119,"['navigation', 'editor navigation', 'navigation drawer']"
webserver,24,webserver,24,24,['webserver']
webtestclient,2,cmd/go,62,90,"['cmd/go', 'otel', 'rmake', 'x/build', 'crac', 'goenv', 'webtestclient']"
linker problem,3,linker,86,100,"['linker', 'linker issue', 'linker problem']"
assertionerror,22,assertionerror,22,22,['assertionerror']
triton,79,triton,79,79,['triton']
export,83,export,83,120,"['export', 'onnx export', 'dynamo export', 'torch export', 'pytorch export', 'aot export']"
hibernate,72,hibernate,72,107,"['hibernate', 'jpa', 'hibernate validator']"
netty,83,netty,83,92,"['netty', 'reactor netty']"
mockito,47,mockito,47,47,['mockito']
reflection,85,reflection,85,85,['reflection']
planner,36,planner,36,38,"['planner', 'tidb planner']"
tools,45,tools,45,55,"['tools', 'dev tools', 'domain/go tools', 'domain:go tools', 'developer tools']"
package,12,package manager,40,72,"['package manager', 'package', 'package configuration', 'sync package', 'package build', 'package versioning', 'internal package', 'workspace package']"
memory management,158,memory management,158,180,"['memory management', 'buffer management', 'c memory management']"
