representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
api use,2,api,829,1473,"['api', 'api change', 'api design', 'api proposal', 'rest api', 'api documentation', 'api clarity', 'api compatibility', 'api enhancement', 'api breaking change', 'api reference', 'api deprecation', 'api improvement', 'api behavior', 'api docs', 'api error', 'api usage', 'api issue', 'api breaking', 'api consistency', 'api incompatibility', 'api request', 'api missing', 'api review', 'api removal', 'api update', 'api doc', 'api testing', 'internal api', 'n api', 'unstable api', 'api stability', 'api regression', 'api bug', 'api upgrade', 'java api', 'api access', 'api integration', 'client api', 'domain: api', 'api exposure', 'labels: api', 'domain: api design', 'topic: api', 'category: api', 'topic: api change', 'deprecated api', 'api keys', 'api mismatch', 'public api', 'api version', 'api client', 'api evolution', 'api suggestion', 'api compliance', 'api use']"
domain: performance,10,performance,1955,1991,"['performance', 'efficiency', 'productivity', 'domain: performance', 'domain:performance', 'category performance', 'topic performance', 'topic:performance']"
unittest,13,testing,1629,2390,"['testing', 'test', 'testfailure', 'testcontainers', 'compiletest', 'tests', 'vitest', 'unittest', 'test related', 'ui tests', 'compile test', 'unit testing', 'regtest', 'system tests', 'unit tests', 'unit test', 'runtime test', 'test execution', 'unit test failure', 'it test', 'testkit', 'ui test', 'build test', 'system test', 'test kit', 'unittest failure', 'test context']"
ci issue,38,ci,744,1309,"['ci', 'ci cd', 'ci test failure', 'ci/cd', 'ci failure', 'ci test', 'ci improvement', 'ci build', 'ci issue', 'topic: ci', 'category:ci', 'ci update', 'ci system tests']"
application runtime,2,runtime,626,635,"['runtime', 'runtime hints', 'application runtime', 'runtime environment']"
protection,2,security,819,857,"['security', 'safety', 'guard validation', 'protection', 'guard failure']"
cli tool,10,cli,420,514,"['cli', 'shell integration', 'command line interface', 'cli usage', 'command line tool', 'cli tool', 'command line tools', 'app shell', 'interactive shell', 'cli server', 'command line options', 'cli options', 'cli command']"
regression,441,regression,441,453,"['regression', 'type regression', 'visual regression', 'feature regression', 'kind/regression', 'regression test']"
editor functionality,4,editor,593,741,"['editor', 'editing', 'editor integration', 'editor feature', 'text editor', 'stack editor', 'text editing', 'editor functionality', 'editor behavior', 'editor plugin', 'editor navigation', 'editor ui', 'editor features', 'editor performance']"
database,1070,database,1070,1102,"['database', 'oracle', 'database/sql', 'dba', 'domain database', 'database engine', 'domain/database', 'database integration']"
features,16,feature,440,473,"['feature', 'features', 'feature discussion', 'feature index', 'feature management', 'feature gate', 'feature interaction']"
esql,252,esql,252,277,"['esql', 'esql plugin', 'esql spec']"
terminal feature,5,terminal,454,513,"['terminal', 'terminal integration', 'terminal ui', 'integrated terminal', 'terminal behavior', 'terminal app', 'terminal emulation', 'terminal protocol', 'windows terminal', 'terminal feature', 'terminal features', 'terminal emulator']"
gopls,339,gopls,339,344,"['gopls', 'area:gopls', 'gomaxprocs']"
log,14,logging,463,522,"['logging', 'logsdb', 'log4j2', 'structured logging', 'log4j', 'general log', 'log', 'log management', 'log redaction', 'log analysis', 'log level']"
plugin support,3,plugin,269,345,"['plugin', 'plugin update', 'plugin upgrade', 'plugin issue', 'plugins', 'plugin integration', 'plugin interaction', 'plugin compatibility', 'plugin configuration', 'plugin system', 'plugin issues', 'plugin management', 'plugin support']"
linux,113,windows,415,783,"['windows', 'macos', 'linux', 'notebook', 'unix', 'ubuntu', 'notebooks', 'microsoft', 'osx']"
runtime error,393,runtime error,393,487,"['runtime error', 'runtimeerror', 'runtime panic', 'runtime issue', 'runtime crash', 'startup failure', 'runtime errors', 'runtime warning', 'ioexception', 'runtime exception', 'io error', 'runtime issues', 'oom error', 'load error', 'io exception', 'uninitialized', 'init error']"
types issue,2,type system,644,1205,"['type system', 'type error', 'type bug', 'type inference', 'go/types', 'types', 'type mismatch', 'type improvement', 'unsized types', 'type assertion', 'type/improvement', 'type issue', 'type enhancement', 'type hierarchy', 'go types', 'type params', 'type alias', 'type promotion', 'type propagation', 'typesystem', 'type stability', 'type coercion', 'type incorrectness', 'type unsoundness', 'type: issue', 'type aliasing', 'type/issue', 'type/breaking change', 'type system bug', 'type parameter issue', 'typeinference', 'type checking bug', 'type unification', 'type: improvement', 'type:issue', 'type casting', 'type instability', 'type aliases', 'type change', 'types issue', 'type constraint', 'abstract types', 'incompatible types', 'recursive types', 'type compatibility', 'complex types', 'type resolution']"
gradle,295,gradle,295,340,"['gradle', 'gradle plugin', 'gradcheck', 'domain:gradle']"
configuration file,2,configuration,999,1140,"['configuration', 'config', 'configure', 'configuration properties', 'next config', 'configurationproperties', 'launch config', 'run configuration', 'config parsing', 'configuration files', 'default configuration', 'topic: configuration', 'configure script', 'configuration option', 'topic:configuration', 'configuration file', 'configuration parsing', 'config management']"
dynamo framework,2,dynamo,456,466,"['dynamo', 'dynamo export', 'category dynamo', 'dynamo framework']"
rendering,320,rendering,320,414,"['rendering', 'server rendering', 'content rendering', 'server side rendering', 'graphics', 'client side rendering', 'ui rendering', 'template rendering', 'render', 'html rendering', 'editor rendering', 'domain: rendering', 'math rendering', 'image rendering']"
parser,136,syntax,255,489,"['syntax', 'parser', 'parsing', 'toml parser', 'parser issue', 'parse', 'expression parser', 'parser bug', 'toml parsing', 'syntax definition']"
website,55,web,306,363,"['web', 'website', 'social media']"
behavior,138,behavior,138,142,"['behavior', 'language behavior']"
extension support,3,extension,256,458,"['extension', 'extensions', 'extension api', 'extension host', 'extension installation', 'extension management', 'extensionhost', 'extension issues', 'extension issue', 'extensionapi', 'zend extension', 'php extension', 'extension development', 'extension compatibility', 'extension interaction', 'extension update', 'extension updates', 'php extensions', 'extension integration', 'domain: extension', 'extension support', 'extension handling', 'extension system', 'extension bug']"
accessibility issues,2,accessibility,228,236,"['accessibility', 'media queries', 'accessibility issues', 'responsive design']"
docker,291,docker,291,316,"['docker', 'kubernetes', 'docker compose', 'domain: docker', 'docker image', 'docker integration']"
maven,224,maven,224,346,"['maven', 'maven plugin', 'jvm', 'java configuration', 'jvm tool mode', 'maven integration']"
springframework,5,spring framework,499,1235,"['spring framework', 'spring session', 'spring retry', 'spring integration', 'spring context', 'spring beans', 'spring ws', 'spring framework 6.1', 'spring aop', 'spring native', 'springframework', 'spring framework 6.2', 'spring framework 6', 'spring orm', 'spring environment', 'spring tx', 'spring', 'spring projects', 'spring expression', 'spring expression language', 'spring aot', 'spring features', 'spring modules', 'spring properties', 'spring extensions', 'spring bean', 'spring java format', 'framework spring boot']"
trait object,25,trait,171,489,"['trait', 'traits', 'trait related', 'f traits', 'trait bounds', 'trait system', 't traits', 'impl trait', 'f trait', 'f const trait', 'trait implementation', 'trait objects', 'trait object', 'f dyn trait', 'const trait', 'trait upcasting', 'trait impl', 'trait selection', 'trait resolution', 'trait impl conflict', 'type traits', 'type alias impl trait', 'trait specialization', 'const trait impl', 'a trait objects', 'trait associated types', 'trait alias', 'sized trait', 'trait method']"
spring boot 2.x,2,spring boot,1725,2117,"['spring boot', 'spring test', 'spring boot configuration', 'spring web', 'spring boot dependencies', 'spring boot autoconfigure', 'spring boot web', 'spring boot 3.4', 'spring boot core', 'spring boot 3.2', 'spring boot starter web', 'spring boot features', 'spring boot 3.3', 'spring mvc', 'spring boot 3.x', 'spring boot buildpack', 'spring webmvc', 'spring framework core', 'spring boot testing', 'spring boot starter test', 'spring boot 2.x', 'spring boot cli', 'spring core', 'spring boot loader', 'spring boot 3.4.x', 'spring boot test autoconfigure', 'spring cloud config', 'spring boot build', 'spring boot docker', 'spring boot auto configuration', 'spring boot tools', 'spring boot feature', 'spring boot plugin', 'spring configuration', 'domain: spring boot', 'spring boot 3', 'spring boot upgrade', 'spring config', 'springboot', 'spring boot maven plugin', 'spring boot compatibility']"
typescript,386,typescript,386,392,"['typescript', 'topic: typescript', 'typescript support', 'xtermjs']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash report,3,crash,644,689,"['crash', 'core dump', 'type crash', 'application crash', 'crash report', 'crashes', 'crash reporting', 'crashmonitor', 'crash recovery']"
panic,244,panic,244,273,"['panic', 'panicking', 'panics', 'panic handling', 'panicked']"
integrationtest,2,integration test,420,511,"['integration test', 'integration tests', 'integrationtests', 'integrationtest', 'test integration', 'integration testing', 'integ test', 'integration test failure', 'profile integ tests']"
query processing,2,sql,420,652,"['sql', 'query planner', 'query', 'query execution', 'sql parser', 'sql syntax', 'query plan', 'query planning', 'query optimizer', 'queries', 'query list', 'querying', 'query parser', 'sql query', 'query result', 'query language', 'query issue', 'sql execution', 'sql analysis', 'sql parsing', 'query processing']"
error,270,error,270,303,"['error', 'errors', 'logic error', 'correctness', 'logical error', 'math error', 'correction']"
optimization,668,optimization,668,817,"['optimization', 'optimizer', 'compiler optimization', 'optimizers', 'code optimization', 'topic: optimization', 'model optimization', 'compiler optimizations', 'topic:optimization', 'type: optimization', 'domain: optimization', 'optimization issue', 'dynamic programming', 'optimizations', 'optimizer state']"
docs,181,docs,181,332,"['docs', 'doc', 'doc improvement', 'docusaurus', 'doc tests', 'doc issue', 'docvalues', 'doc values', 'doc content', 'doc bug', 'doc request', 'doc test', 'doc suggestion']"
http protocol,3,http,284,522,"['http', 'http2', 'net/http', 'http client', 'http status', 'http message converter', 'net http', 'http status code', 'http protocol', 'net/http2', 'http status codes', 'http connection', 'http server', 'http message conversion', 'httpcore', 'http method']"
text search,2,search,201,225,"['search', 'search vectors', 'vector search', 'cross cluster search', 'search syntax', 'text search', 'search issue', 'knn search', 'search api', 'search function']"
cryptography,19,crypto,206,251,"['crypto', 'cryptography', 'rsa', 'bitcoin', 'blockchain', 'smart contract', 'smart contracts']"
tools,45,tooling,199,283,"['tooling', 'tools', 'tool', 'x tools', 'x/tools', 'tool interaction', 'tooling issue', 'tool management', 'br tool']"
babel,5,language,262,319,"['language', 'translation', 'babel', 'interpreter', 'translation issue', 'english']"
core framework,2,core,216,253,"['core', 'domain core', 'core logic', 'core language', 'domain: core', 'bitcoin core', 'core functionalities', 'core development', 'core functionality', 'core framework', 'core engine', 'core function']"
aot,157,aot,157,248,"['aot', 'aop', 'aoti', 'aotcompilation', 'aot compilation', 'aot compiler', 'aot compile']"
instrumentation,70,instrumentation,70,72,"['instrumentation', 'audio cues']"
cuda,326,cuda,326,361,"['cuda', 'cudagraphs', 'cuda support', 'cuda issue', 'domain cuda', 'cudagraph', 'domain: cuda', 'cuda error', 'cuda unsupported']"
spel,144,spel,144,178,"['spel', 'spl', 'saml', 'splfixedarray']"
memory leak,245,memory leak,245,270,"['memory leak', 'leak', 'resource leak', 'memory leaks', 'leak detection']"
android,147,android,147,337,"['android', 'ios', 'mobile', 'mobile app', 'platform:android']"
domain: networking,2,network,173,334,"['networking', 'network', 'dns', 'dsl', 'cdn', 'domain:network', 'domain: network', 'domain: networking', 'provider']"
lifetime issue,17,lifetime,106,151,"['lifetime', 'lifetimes', 'f lifetime', 'lifetime issue', 'lifetime issues', 'lifetime parameters', 'lifetime bounds']"
dist distributed,2,distributed,126,165,"['distributed', 'distribute', 'distributions', 'distutils', 'distribution', 'distribtued', 'dist task', 'dist', 'dist distributed']"
python support,3,python,454,560,"['python', 'python api', 'jupyter', 'python integration', 'requires python', 'python compatibility', 'python discovery', 'python env', 'ipython', 'python interpreter', 'python project', 'python interaction', 'python extension', 'python tooling', 'python ecosystem', 'python3', 'python support', 'python library', 'python environment', 'jupyter notebook']"
code,5,codegen,146,181,"['codegen', 'code', 'code editor', 'codebrowser', 'example code', 'codelens', 'codemod', 'code browser', 'codemirror', 'source code', 'code sample', 'bytecode']"
version upgrade,2,upgrade,2079,2190,"['upgrade', 'framework upgrade', 'upgrades', 'rolling upgrade', 'upgrade policy', 'upgrading', 'upgrade issue', 'type:dependency upgrade', 'type:upgrade', 'downgrade', 'bug fix version upgrade', 'client upgrade', 'upgrade required', 'version upgrade', 'upgrade regression', 'image upgrade', 'upgrade issues']"
java technology,2,java,1923,2131,"['java', 'jdbc', 'jdk', 'java version', 'java 21', 'java compiler', 'java ee', 'java support', 'java features', 'java application', 'java ecosystem', 'java technology', 'oracle jdk']"
install,32,installation,203,246,"['installation', 'install', 'installer', 'tool installation', 'postinstall', 'go/install', 'reinstallation']"
cache,195,cache,195,453,"['cache', 'opcache', 'caching', 'build cache', 'module cache', 'configuration cache', 'file cache', 'cache management', 'cache issue', 'topic: caching', 'distributed cache', 'opcode cache', 'cache control', 'whole cache mode', 'plan cache', 'schema cache', 'cache miss']"
rustc,381,rustc,381,718,"['rustc', 'rustdoc', 'rust', 'rustc error', 't rustdoc', 'rustfmt', 'rustc bug', 'rust analyzer', 'a rustdoc ui', 'rustc book', 'rust by example', 'rustc llvm', 'rustup', 'rustc internal', 'rustc internal error', 'rust compiler', 'rust language', 'rust lang', 'rustc compiler', 'rust std', 'rustcompiler', 'rust abi', 'rustc issue', 'rust stdlib', 'rustc warning', 'domain language rust', 'rust standard library', 'rustc panic', 't rustdoc frontend', 'rustc dev guide']"
inductor,243,inductor,243,280,"['inductor', 'torchinductor', 'torch inductor', 'inductor backend', 'topic: inductor', 'aot inductor']"
layout problem,2,layout,199,220,"['layout', 'window layout', 'application layout', 'layout issue', 'layout animation', 'viewport', 'layout propagation', 'layout mismatch', 'flexbox', 'layout problem']"
reactor,170,reactor,170,182,"['reactor', 'spring reactor', 'reactor netty']"
css styles,2,css,208,253,"['css', 'css modules', 'css assets', 'css syntax', 'css variables', 'css issue', 'css output', 'css processing', 'scoped styles', 'css utility', 'css styles', 'styling issue', 'css parser', 'css rendering', 'css custom properties']"
notification,8,messaging,63,82,"['messaging', 'notification', 'communication', 'notifications']"
pulsar,115,pulsar,115,158,"['pulsar', 'spring pulsar', 'pulsar reactive']"
workspaces,21,workspace,96,179,"['workspace', 'workbench', 'workspaces', 'workspace trust', 'workspace support', 'workspace management', 'multi root workspace', 'virtual workspace', 'workspace package']"
component,135,component,135,178,"['component', 'components', 'component interaction', 'standalone components', 'component behavior', 'component lifecycle', 'standalone component', 'component configuration']"
kotlin,155,kotlin,155,170,"['kotlin', 'language kotlin', 'kotlin dsl', 'kotlin serialization', 'kotlin support']"
mvc,65,mvc,65,79,"['mvc', 'web mvc', 'controller']"
jit compilation,19,jit,159,186,"['jit', 'jit compilation', 'jit compiler', 'jit issue']"
debug,67,debugging,253,486,"['debugger', 'debug', 'debugging', 'debuginfo', 'termdebug', 'debug console', 'remote debugging', 'debug build', 'debug assertions', 'a debuginfo', 'debug info', 'debugging tool', 'software debugging', 'debugging issue', 'debug mode', 'debugger issue']"
deprecation,154,deprecation,154,192,"['deprecation', 'deprecated', 'deprecation warning', 'topic:deprecation', 'type: deprecation', 'deprecated feature', 'outdated']"
chat feature,5,chat,139,171,"['chat', 'inline chat', 'quick chat', 'chatgpt', 'chat feature', 'panel chat', 'chat integration', 'chat view', 'chat widget']"
cpu,179,cpu,179,217,"['cpu', 'cpu features', 'target cpu', 'cpu fallback', 'processor', 'cpu usage', 'cpu architecture', 'cpu performance', 'cpu instruction', 'cpu optimization', 'cpu emulation', 'cpu detection', 'cpu feature detection']"
micrometer,147,micrometer,147,152,"['micrometer', 'metering', 'spring micrometer']"
error messages,3,error message,184,247,"['error message', 'error reporting', 'server error', 'error page', 'http error', 'exception message', 'error report', 'internal server error', 'error messages', 'type: error message', 'error suggestion']"
development,37,ux,128,232,"['ux', 'usability', 'technology', 'production', 'visualization', 'assets', 'development', 'qa', 'asset management']"
runtime trace,2,tracing,192,232,"['tracing', 'trace', 'cmd/trace', 'runtime trace', 'execution trace', 'dynamic tracing', 'symbolic tracing']"
std,91,std,91,98,"['std', 'deno std', 'std.progress']"
memorymanagement,5,memory management,158,465,"['memory', 'memory management', 'memorymanagement', 'memorysafety', 'memory access', 'memory usage', 'memory format', 'memory layout', 'memory profiling', 'memory optimization', 'memory consumption', 'address space', 'memory mapping', 'garbage collection', 'memory issue', 'memory allocation', 'memory issues', 'memory model', 'c memory management', 'out of memory', 'memory error', 'memory alignment', 'uninitialized memory', 'memory reference']"
webclient,31,httpclient,59,127,"['httpclient', 'webclient', 'webdav', 'webidl', 'webauthn', 'webtestclient']"
open telemetry,2,telemetry,138,181,"['telemetry', 'opentelemetry', 'x/telemetry', 'open telemetry']"
metrics,220,metrics,220,226,"['metrics', 'metric', 'metrics test']"
backend,73,frontend,109,226,"['frontend', 'backend', 'middleware', 'c backend', 'build backend', 'cpp backend', 'custom backend', 'front end', 'backends', 'backend extension']"
mir,87,mir,87,146,"['mir', 'miri', 'mir opt', 'mir validation', 'mir optimization', 'mir build']"
spring data,165,spring data,165,311,"['spring data', 'spring security', 'spring authorization server', 'spring cloud', 'spring data mongodb', 'spring data jpa', 'spring data redis', 'spring data cassandra', 'spring data jdbc', 'spring cloud stream', 'spring websocket', 'spring data r2dbc', 'spring webclient', 'spring data gemfire']"
workflows,3,workflow,75,132,"['workflow', 'process', 'workflows', 'process group', 'process management', 'process improvement', 'topic:workflow', 'workflow management']"
autograd,158,autograd,158,180,"['autograd', 'compile autograd', 'compiled autograd', 'domain autograd', 'topic autograd', 'custom autograd function', 'aot autograd']"
query dsl,6,ddl,82,95,"['ddl', 'querydsl', 'query dsl', 'ddl operation', 'dsr queries']"
auth,35,authentication,128,217,"['authentication', 'auth', 'authorization', 'authorization server', 'oauth2', 'jwt', 'oauth', 'auth issue', 'jwt realm', 'access token']"
async,123,async,123,297,"['async', 'async await', 'async runtime', 'async fn', 'f async', 'asyncio', 'async support', 'async closures', 'f async closure', 'async programming', 'async fn traits', 'async closure', 'async load', 'async execution', 'async operation', 'async iterable', 'async issue', 'async enrich', 'async handling', 'async requests', 'async test', 'asynchronous', 'async io', 'async recursion']"
rpc server,2,server,122,170,"['server', 'rpc', 'platform server', 'code server', 'server components', 'domain:rpc', 'embedded server', 'rpc server']"
internal error,261,internal error,261,544,"['segfault', 'segmentation fault', 'internal error', 'fatal error', 'fatalerror', 'compiler internal error', 'internalerror', 'internal compiler error', 'internalcompilererror', 'buffer overflow']"
migrations,2,migration,158,192,"['migration', 'data migration', 'migrate', 'feature migration', 'migration issue', 'database migration', 'migrations', 'code migration']"
onnx export,15,onnx,122,139,"['onnx', 'onnx export', 'onnxruntime']"
mpsc,2,mps,98,121,"['mps', 'msvc', 'mvcc', 'mv', 'mpsc']"
domain: infrastructure,3,infrastructure,174,224,"['infrastructure', 'architecture', 'domain: infrastructure', 'domain:infrastructure', 'software architecture']"
servlet,29,tomcat,129,182,"['tomcat', 'jsp', 'servlet', 'servlet container', 'servlet api']"
cgo,100,cgo,100,108,"['cgo', 'cgocall', 'go cgo', 'cgo issue']"
functionalization,13,functionality,91,156,"['functionality', 'functional', 'functionalization', 'functional api', 'functional programming', 'nn.functional', 'nn functional', 'functional execution']"
import,113,import,113,135,"['import', 'importer', 'imports', 'exports']"
index usage,2,indexing,93,272,"['index', 'indexing', 'reindex', 'indexer', 'index out of bounds', 'indexcompatibility', 'index compatibility', 'indices', 'index select', 'index mode', 'index settings', 'index management', 'index join', 'index out of range', 'index store', 'index fill', 'index strategy', 'index usage']"
completion,129,completion,129,159,"['completion', 'shell completion', 'completions', 'code completion', 'category: completion', 'completion issue']"
os,119,os,119,137,"['os', 'os/user', 'os windows', 'os string', 'os request', 'operating system', 'os user']"
concurrency,252,concurrency,252,269,"['concurrency', 'shared memory', 'shared process', 'concurrency issue', 'concurrency control']"
spring kafka,45,kafka,87,134,"['kafka', 'spring kafka', 'framework kafka']"
newrenderer,2,renderer,41,53,"['renderer', 'newrenderer', 'prerendering', 'new renderer']"
web application,8,web server,53,192,"['web server', 'webserver', 'webmvc', 'webview', 'web api', 'web client', 'web framework', 'web ui', 'webassembly', 'web components', 'web application', 'webservices', 'web extensions', 'webjars', 'web services', 'web testing', 'web interface', 'web development', 'web apis', 'web platform', 'web extension']"
llvm,99,llvm,99,112,"['llvm', 'a llvm', 'v radio', 'llvm ir', 'vtable', 'vt100']"
suggestion,104,suggestion,104,245,"['suggestion', 'suggest', 'proposal', 'suggestions', 'suggest change', 'suggestion improvement']"
generic type,6,generics,86,237,"['generics', 'generic', 'const generics', 'generic types', 'f generics', 'generic functions', 'generic programming', 'const generic', 'domain const generics', 'generic parameter', 'generic issue', 'generic const items', 'generic constants', 'generic parameters', 'generic type', 'generic issues', 'generic code']"
unsafe operations,4,memory safety,95,224,"['memory safety', 'unsafe code', 'unsafe', 'thread safety', 'f unsafe', 'object safety', 'unsafety', 'pointer safety', 'safetensors', 'unsafe operations']"
compatibility,259,compatibility,259,452,"['compatibility', 'backward compatibility', 'mysql compatibility', 'platform compatibility', 'incompatible', 'spec compatibility', 'os compatibility', 'sql compatibility', 'compatibility issue', 'incompatibility', 'domain: compatibility', 'interoperability', 'topic: compatibility', 'c interoperability', 'cross version compatibility', 'backward compatible', 'backwards compatibility', 'version compatibility', 'architecture compatibility']"
ownership,40,ownership,40,42,"['ownership', 't ownership']"
attention mechanism,30,attention,44,87,"['attention', 'flex attention', 'attention mechanism', 'attention mechanisms', 'flash attention']"
reactive programming,38,reactive,80,178,"['reactive', 'reactivity', 'reactive programming', 'reactiveprogramming', 'reactive statements', 'reactive streams']"
odbc,3,r2dbc,95,163,"['r2dbc', 'gdb', 'mariadb', 'lldb', 'odbc', 'ojdbc', 'maria db']"
jetty,86,jetty,86,98,"['jetty', 'jetty reactive']"
native image,97,native image,97,106,"['native image', 'native']"
language server,89,language server,89,162,"['language server', 'language update', 'language upgrade', 'language mode', 'language version', 'language change', 'language bug', 'go language server', 'language standards', 'domain language server', 'domain: language server', 'language issue', 'language service', 'language standard', 'language status', 'lang server']"
dom extension,3,dom,109,121,"['dom', 'shadow dom', 'domdocument', 'dom manipulation', 'dom extension']"
routing,99,routing,99,111,"['routing', 'parallel routes', 'typed routes', 'intercepting routes', 'routing issue', 'route interception']"
spring graphql,29,graphql,100,129,"['graphql', 'spring graphql']"
ssl,105,ssl,105,210,"['ssl', 'tls', 'crypto/tls', 'openssl', 'https', 'certificate', 'certificates', 'ssl configuration', 'root certificates']"
autoconfiguration,11,auto configuration,100,149,"['auto configuration', 'autowiring', 'autoconfiguration', 'boot autoconfigure', 'autoconfigure', 'autowired']"
markdown,111,markdown,111,224,"['markdown', 'html', 'markup', 'rich text editor', 'rich text', 'markdown support', 'markdown rendering', 'htmlunit', 'html formatting']"
diagnostics,117,diagnostics,117,165,"['diagnostics', 'diagnostic', 'false positive', 'a diagnostics', 'false positives', 'diagnostic issue']"
struct,49,struct,49,56,"['struct', 'struct layout', 'structs', 'struct padding']"
nn,47,aten,56,149,"['aten', 'nn', 'mkldnn', 'txn', 'knn', 'cudnn', 'attn', 'aten native']"
xpack,43,x pack,88,177,"['x pack', 'xpu', 'xpack', 'x pack ml', 'xla', 'xpack esql']"
setting,2,settings,96,110,"['settings', 'setting', 'setup']"
environment configuration,2,environment,82,151,"['environment', 'environment variables', 'environment variable', 'cross environment', 'environment configuration', 'environment management']"
command line,79,command line,79,167,"['command line', 'powershell', 'cmd', 'bash', 'command prompt', 'shell command', 'shell script']"
templates,5,template,112,224,"['template', 'templating', 'template syntax', 'html/template', 'text/template', 'template issue', 'template pipeline', 'templates', 'template literals', 'template engine', 'template compatibility', 'template literal', 'template expansion', 'index template', 'template evaluation', 'issue template', 'search template', 'template migration', 'template compiler']"
json processing,13,json,130,173,"['json', 'jsonrpc', 'jsonrpc2', 'json rpc', 'json output', 'json parsing', 'json processing', 'json schema', 'jsonassert']"
enum,74,enum,74,84,"['enum', 'enums', 'enum variant', 'enum layout', 'enum update']"
color theme,5,theme,45,58,"['theme', 'light theme', 'dark theme', 'theme extension', 'color theme']"
sync,105,sync,105,195,"['sync', 'settings sync', 'synchronization', 'profile sync', 'synctest', 'sync load', 'sync issue', 'sync package', 'sync failure', 'cloud sync']"
serialization,125,serialization,125,145,"['serialization', 'deserialization', 'serialize']"
wrapping,2,packaging,49,56,"['packaging', 'unboxing', 'wrapper', 'wrapping']"
mongo,8,neo4j,88,178,"['neo4j', 'mongodb', 'lucene', 'kibana', 'mongo']"
webflux,85,webflux,85,109,"['webflux', 'spring webflux']"
