representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
performance,1955,performance,1955,2195,"['performance', 'perf', 'benchmark', 'performance regression', 'runtime performance', 'benchmarks', 'benchmarking', 'performance issue', 'performance optimization', 'domain: performance', 'performance improvement', 'slow performance', 'domain:performance', 'category performance', 'performance monitoring', 'web performance', 'performance metrics', 'topic performance', 'topic:performance', 'performance issues']"
testing,1629,testing,1629,2486,"['testing', 'test', 'junit', 'test framework', 'test runner', 'test infrastructure', 'test suite', 'tests', 'smoke test', 'unittest', 'test explorer', 'jest', 'test related', 'test infra', 'unit testing', 'regtest', 'system tests', 'unit tests', 'unit test', 'test results', 'synctest', 'test case', 'test execution', 'archunit', 'test strategy', 'it test', 'testkit', 'domain: testing', 'domain:testing', 'area: testing', 'domain/testing', 'topic: testing', 'testing infrastructure', 'parallel testing', 'test logic', 'functional test', 'functional tests', 'test environment', 'system test', 'test kit', 'disabled test', 'testability', 'regression test', 'test configuration', 'concurrent test', 'junit jupiter']"
ci integration,4,ci,744,833,"['ci', 'ci cd', 'ci/cd', 'cfi', 'continuous integration', 'ci test', 'ci build', 'domain:ci', 'topic: ci', 'domain: ci', 'category:ci', 'oci', 'ci pipeline', 'ci update', 'ci integration', 'ci infrastructure', 'ci system tests']"
runtime,626,runtime,626,1115,"['runtime', 'runtime error', 'runtimeerror', 'runtime panic', 'runtime behavior', 'runtime issue', 'runtime errors', 'runtime test', 'runtime warning', 'runtime hints', 'runtime exception', 'runtime issues', 'domain: runtime', 'application runtime', 'runtime environment', 'edge runtime']"
domain:security,4,security,819,884,"['security', 'vulnerability', 'cve', 'hardening', 'domain: security', 'domain:security', 'security issue', 'security plugin', 'security vulnerability']"
cli,420,cli,420,583,"['cli', 'command line', 'command line behavior', 'command line interface', 'cli usage', 'command line tool', 'cli tool', 'cli behavior', 'command line tools', 'command line options', 'domain:cli', 'command line flags', 'cli options', 'cli command', 'area: cli', 'cli flags', 'command line args', 'domain: cli', 'argument parsing', 'command line arguments']"
type regression,2,regression,441,449,"['regression', 'type regression', 'feature regression', 'kind/regression']"
domain:editor,3,editor,593,763,"['editor', 'editing', 'editor integration', 'code editor', 'editable', 'editor feature', 'text editor', 'editable install', 'stack editor', 'editable packages', 'editor functionality', 'editor behavior', 'domain:editor', 'editor plugin', 'domain:editing', 'domain: editor', 'area/editor', 'editor navigation', 'editor ui', 'note editing', 'editable installs', 'editor features', 'editor performance']"
database,1070,database,1070,1104,"['database', 'dba', 'data management', 'dbt', 'database issue', 'database management', 'ti database', 'database error', 'database integration']"
sql,420,sql,420,780,"['esql', 'sql', 'sql syntax', 'mssql', 'sql feature', 'database/sql', 'sql plugin', 'ql', 'esql plugin', 'sqlserver', 'sql function', 'sql query', 'sql error', 'esql spec', 'sql functionality', 'sql server', 'rest esql', 'sql analysis', 'sql package', 'sql es']"
terminal,454,terminal,454,534,"['terminal', 'tmux', 'terminal integration', 'terminal ui', 'integrated terminal', 'terminal behavior', 'terminal app', 'terminal emulation', 'terminal protocol', 'windows terminal', 'terminal feature', 'domain: terminal', 'terminal features', 'tty', 'terminal emulator', 'xtermjs', 'vt100']"
language server,89,gopls,339,520,"['gopls', 'language server', 'lsp', 'code lens', 'area:gopls', 'eglot', 'intellisense', 'code lenses', 'go language server', 'domain: gopls', 'domain language server', 'domain: language server', 'lsp issue', 'lang server']"
log,14,logging,463,543,"['logging', 'logsdb', 'slog', 'log4j2', 'logback', 'log4j', 'translog', 'log backup', 'general log', 'log', 'log management', 'log analysis']"
plugin,269,plugin,269,323,"['plugin', 'plugin issue', 'plugins', 'plugin integration', 'plugin compatibility', 'plugin configuration', 'plugin system', 'plugin issues', 'plugin management', 'plugin support']"
platform support,5,windows,415,593,"['windows', 'desktop', 'window', 'platform compatibility', 'cross platform', 'platform support', 'win32', 'os windows', 'platform specific', 'platform', 'desktop integration', 'windows support', 'desktop app', 'windows issue', 'desktop application', 'cross platform issue', 'os agnostic', 'windows specific', 'platform agnostic', 'windows build', 'device agnostic', 'platform dependencies', 'platform issue']"
typechecking,15,type system,644,1218,"['type system', 'type error', 'typechecker', 'type inference', 'typeerror', 'types', 'typechecking', 'type safety', 'type check', 'type checker', 'type mismatch', 'typeck', 'type checking', 'f type system', 'type hints', 'type assertion', 'type issue', 'data type issues', 'data type issue', 'type hierarchy', 'area: typing', 'type guard', 'typesystem', 'type stability', 'type', 'type incorrectness', 'type unsoundness', 'type/issue', 'type annotation', 'type parameter issue', 'typeinference', 'type checking bug', 'type unification', 'data type mismatch', 'type instability', 'type hint issue', 'type punning', 'types issue', 'type constraint', 'type annotations', 'incompatible types', 'type compatibility', 'type instantiation']"
domain:gradle,6,gradle,295,385,"['gradle', 'groovy', 'gradle plugin', 'language groovy', 'domain:gradle']"
configuration,999,configuration,999,1149,"['configuration', 'config', 'cfg', 'configure', 'omegaconf', 'configurable', 'config parsing', 'configuration issue', 'configuration files', 'topic: configuration', 'configuration option', 'topic:configuration', 'configuration file', 'configuration parsing', 'config management']"
dynamo,456,dynamo,456,464,"['dynamo', 'dyn star', 'category dynamo', 'dynamo framework']"
rendering,320,rendering,320,492,"['rendering', 'renderer', 'server rendering', 'content rendering', 'server side rendering', 'newrenderer', 'client side rendering', 'ui rendering', 'prerendering', 'render', 'rendering issue', 'html rendering', 'new renderer', 'conditional rendering', 'editor rendering', 'domain: rendering', 'component rendering', 'css rendering', 'gpu rendering', 'rendering issues', 'image rendering']"
parser,136,syntax,255,565,"['syntax', 'parser', 'parsing', 'parse error', 'syntax error', 'grammar', 'lexer', 'parsing error', 'parser issue', 'parse', 'parser error', 'parser bug', 'invalid syntax', 'syntax definition']"
web,306,web,306,492,"['web', 'web server', 'website', 'webserver', 'webview', 'web api', 'web framework', 'web ui', 'web application', 'web interface', 'web development', 'website content', 'web apis', 'web platform', 'website issue', 'site authoring']"
behavior,138,behavior,138,189,"['behavior', 'behavior change', 'api behavior', 'language behavior', 'model behavior', 'import behavior', 'function behavior', 'behavioral change']"
extensions,57,extension,256,442,"['extension', 'extensions', 'extension api', 'extension host', 'extension installation', 'extension management', 'extensionhost', 'extension issues', 'extension issue', 'extensionapi', 'extension development', 'extension compatibility', 'extensibility', 'extension update', 'extension updates', 'web extensions', 'extension integration', 'domain: extension', 'extension support', 'dom extension', 'extension handling', 'expansion panel', 'extension system', 'web extension', 'expansion', 'extension bug']"
a11y,17,accessibility,228,254,"['accessibility', 'a11y', 'accessibility issues', 'wcag', 'ui a11y', 'a11y issues']"
docker,291,docker,291,421,"['docker', 'testcontainers', 'container', 'containerization', 'devcontainer', 'podman', 'kubernetes', 'containers', 'docker compose', 'domain: docker', 'microservices', 'cloud native', 'container management', 'containerd', 'dev container', 'docker integration']"
dependency,397,dependency management,491,1523,"['dependency management', 'dependency', 'dependency resolution', 'dependencies', 'dependency conflict', 'dependency issue', 'deps', 'upstream', 'depends', 'dependency issues', 'library dependency', 'dependencymanagement', 'dependencyresolution', 'peer dependencies', 'runtime dependency', 'dependency problem', 'task dependency', 'external dependency', 'dev dependencies', 'optional dependencies', 'package dependency', 'domain: dependency management', 'domain:dependencies', 'topic:dependency management', 'data dependency', 'data dependent', 'upstream dependency', 'git dependency', 'optional dependency']"
maven,224,maven,224,322,"['maven', 'maven plugin', 'maven integration']"
spring boot,1725,spring boot,1725,2934,"['spring framework', 'spring boot', 'spring boot configuration', 'spring boot dependencies', 'spring boot autoconfigure', 'spring boot web', 'spring boot 3.4', 'spring boot core', 'spring boot 3.2', 'spring boot starter web', 'spring boot features', 'spring boot 3.3', 'spring boot 3.x', 'spring boot buildpack', 'spring cloud', 'spring framework 6.1', 'spring framework core', 'spring boot starter', 'boot starter', 'spring boot 2.x', 'spring native', 'spring boot cli', 'springframework', 'spring framework 6.2', 'spring core', 'spring framework 6', 'spring boot loader', 'spring boot 3.4.x', 'spring cloud config', 'spring boot build', 'spring init', 'spring boot docker', 'spring boot auto configuration', 'spring boot tools', 'spring', 'spring boot feature', 'spring projects', 'spring boot plugin', 'spring configuration', 'domain: spring boot', 'spring features', 'spring boot 3', 'spring modules', 'spring extensions', 'spring boot upgrade', 'spring config', 'springboot', 'framework spring boot', 'spring boot maven plugin', 'spring boot compatibility']"
trait,171,trait,171,289,"['trait', 'traits', 'trait related', 'f traits', 't traits', 'f trait', 'const trait', 'trait selection']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration test,420,integration test,420,804,"['integration', 'integration test', 'integration tests', 'integrationtests', 'integrationtest', 'integration issue', 'test integration', 'api integration', 'integration testing', 'integ test', 'integration test failure', 'third party integration', 'profile integ tests']"
crash report,3,crash,644,666,"['crash', 'runtime crash', 'type crash', 'application crash', 'crash report', 'crashes', 'crash reporting', 'crashmonitor']"
panicking,14,panic,244,275,"['panic', 'panicking', 'analysis panic', 'panics', 'panic handling', 'panicked']"
error,270,error,270,810,"['error', 'error message', 'error handling', 'import error', 'errors', 'error reporting', 'methoderror', 'fatal error', 'fatalerror', 'import errors', 'error page', 'http error', 'logic error', 'errorhandling', 'error report', 'unexpected error', 'error messages', 'type: error message', 'logical error', 'programming error', 'name error']"
type: optimization,2,optimization,668,823,"['optimization', 'optimizer', 'compiler optimization', 'optimizers', 'graph optimization', 'mir optimization', 'topic: optimization', 'model optimization', 'compiler optimizations', 'topic:optimization', 'cpu optimization', 'type: optimization', 'domain: optimization', 'optimization issue', 'optimizations', 'optimizer state']"
http,284,http,284,455,"['http', 'httpclient', 'http client', 'curl', 'https', 'http protocol', 'httpcore']"
search,201,search,201,232,"['search', 'find', 'findfiles', 'lookup', 'search syntax', 'text search', 'user lookup', 'search issue', 'search template', 'search api', 'search function']"
crypto,206,crypto,206,278,"['crypto', 'encryption', 'cryptography', 'crypter', 'rsa', 'domain/crypto', 'domain: crypto', 'domain/cryptography', 'cipher', 'area/crypto', 'domain: cryptography', 'post quantum cryptography', 'decryption']"
tool,12,tooling,199,284,"['tooling', 'tools', 'tool', 'x tools', 'tool interaction', 'domain: tooling', 'tooling issue', 'python tooling', 'tool management']"
language,262,language,262,803,"['language', 'language feature', 'language features', 'language support', 'lang', 'language update', 'language style', 'language enhancement', 'language proposal', 'language improvement', 'language upgrade', 'domain language', 'language mode', 'language version', 'language change', 'languagefeature', 'language bug', 'language standards', 'language extensions', 'domain: language features', 'language spec', 'domain language features', 'domain: language', 'language issue', 'language service', 'language specification', 'domain/language', 'category language', 'domain/language features', 'language standard', 'language status', 't lang', 'lang team', 'language extension', 'english']"
core,216,framework,328,601,"['core', 'framework', 'area core', 'framework integration', 'libcore', 'domain core', 'area: core', 'core logic', 'core lib', 'core language', 'domain: core', 'core library', 'core functionalities', 'core libraries', 'framework configuration', 'core functionality', 'core framework', 'core function']"
aot compile,5,aot,157,200,"['aot', 'aoti', 'aotcompilation', 'aot compilation', 'aot compiler', 'aot compile', 'spring aot', 'aot export']"
inspector,7,instrumentation,70,85,"['instrumentation', 'inspector', 'inspect', 'audit']"
cuda,326,cuda,326,574,"['cuda', 'gpu', 'nccl', 'cudagraphs', 'c10d', 'c10', 'gpus', 'cusparse', 'cutlass', 'cudnn', 'cuda support', 'cuda issue', 'cublas', 'domain cuda', 'cudagraph', 'domain: cuda', 'nvidia', 'gpu issue', 'cuda error', 'gpu acceleration', 'cuda unsupported']"
spl,25,spel,144,189,"['spel', 'spl', 'sdk', 'sarif', 'sve', 'spi', 'sapi']"
memory leak,245,memory leak,245,273,"['memory leak', 'leak', 'memoryleak', 'resource leak', 'memory leaks', 'leak detection']"
android,147,android,147,221,"['android', 'mobile', 'mobile app', 'android issue', 'platform:android']"
network,173,network,173,427,"['networking', 'network', 'net', 'net package', 'net http', 'nohttp', 'connection issue', 'network issue', 'area/networking', 'domain:network', 'domain: network', 'domain: networking', 'network error']"
lifetime issue,17,lifetime,106,155,"['lifetime', 'lifetimes', 'f lifetime', 'lifetime issue', 'lifetime issues', 'lifetime parameters', 'non lifetime binders', 'lifetime bounds']"
dist distributed,2,distributed,126,218,"['distributed', 'deployment', 'distribute', 'distributions', 'dispatch', 'deploy', 'distribution', 'distribtued', 'dist task', 'dispatcher', 'dist', 'dispatching', 'dist distributed']"
python,454,python,454,504,"['python', 'python api', 'python integration', 'python packaging', 'pypy', 'python project', 'domain: python', 'python ecosystem', 'python3', 'python support', 'python library', 'python package']"
codegen,146,codegen,146,216,"['codegen', 'generator', 'code generation', 'generators']"
jdk,13,java,1923,2019,"['java', 'graalvm', 'jdk', 'jvm', 'java 21', 'java api', 'jpms', 'java support', 'domain:java', 'java features', 'domain: java', 'java ecosystem', 'java technology', 'oracle jdk']"
installation,203,installation,203,326,"['installation', 'install', 'package installation', 'installer', 'setup', 'tool installation', 'postinstall', 'install issue', 'installation issue', 'installation failure', 'setup issue']"
cache,195,cache,195,359,"['cache', 'caching', 'module cache', 'configuration cache', 'jcache', 'file cache', 'cache management', 'cache issue', 'topic: caching', 'distributed cache', 'cache control', 'memcache', 'whole cache mode', 'cache miss']"
rustc,381,rustc,381,582,"['rustc', 'rust', 'rustc error', 'rustc bug', 'rust analyzer', 'rustc book', 'rust by example', 'rustc llvm', 'rustup', 'rustc internal', 'rustc internal error', 'rust compiler', 'rust language', 'rust lang', 'rustc compiler', 'rust std', 'rustcompiler', 'rustc ice', 'rust abi', 'rustc issue', 'rust stdlib', 'rustc warning', 'domain language rust', 'rust standard library', 'rustc panic', 'rustc dev guide']"
inductor,243,inductor,243,263,"['inductor', 'inductor backend', 'topic: inductor', 'aot inductor']"
layout,199,layout,199,220,"['layout', 'window layout', 'ui layout', 'application layout', 'layout issue', 'layout animation', 'layout propagation', 'layout mismatch', 'layout problem']"
reactiveprogramming,2,reactor,170,243,"['reactor', 'reactive programming', 'rxjs', 'reactiveprogramming', 'spring reactor', 'rxjava', 'reactive streams']"
css,208,css,208,273,"['css', 'sass', 'css generation', 'css modules', 'css assets', 'css syntax', 'css variables', 'css output', 'css processing', 'scoped styles', 'css transformer', 'scss', 'css utility', 'css styles', 'css custom properties']"
rabbit mq,2,messaging,63,259,"['messaging', 'jms', 'amqp', 'spring amqp', 'activemq', 'rabbitmq', 'rabbit mq', 'message queue', 'mq', 'activemq artemis']"
spring pulsar,41,pulsar,115,294,"['pulsar', 'kafka', 'spring kafka', 'spring pulsar', 'framework kafka', 'spring cloud stream', 'pulsar reactive']"
workspace,96,workspace,96,257,"['workspace', 'workflow', 'workbench', 'workflows', 'workspaces', 'workspace support', 'workspace management', 'topic:workflow', 'workflow management', 'virtual workspace', 'workspace package']"
component,135,component,135,181,"['component', 'components', 'component interaction', 'standalone components', 'component template', 'component behavior', 'select component', 'standalone component', 'component configuration', 'component name']"
kotlin,155,kotlin,155,170,"['kotlin', 'language kotlin', 'kotlin dsl', 'kotlin serialization', 'kotlin support']"
spring web,37,webflux,85,326,"['mvc', 'webflux', 'webclient', 'webmvc', 'spring web', 'web flux', 'spring mvc', 'web client', 'web mvc', 'spring webmvc', 'spring webflux', 'spring webclient']"
jit,159,jit,159,189,"['jit', 'jit compilation', 'jit compiler', 'just in time', 'jit issue']"
debug,67,debugging,253,485,"['debugger', 'debug', 'debugging', 'debuginfo', 'debug console', 'breakpoint', 'debug build', 'a debuginfo', 'debug info', 'breakpoints', 'debugging tool', 'software debugging', 'debugging issue', 'debug mode', 'debugger issue']"
deprecation,154,deprecation,154,203,"['deprecation', 'api deprecation', 'api removal', 'deprecated', 'deprecation warning', 'topic:deprecation', 'type: deprecation', 'deprecated feature', 'deprecated api', 'undeprecated']"
chat,139,chat,139,178,"['chat', 'inline chat', 'quick chat', 'chat feature', 'channel', 'channels last', 'panel chat', 'chat integration', 'chat view', 'chat widget']"
cpu,179,cpu,179,217,"['cpu', 'coprocessor', 'cpu features', 'cpu fallback', 'processor', 'cpu usage', 'cpu architecture', 'cpu performance', 'cpu detection', 'cpu feature detection']"
metrics,220,metrics,220,381,"['micrometer', 'metrics', 'runtime/metrics', 'metering', 'spring micrometer', 'metric', 'metrics test']"
uv,60,ux,128,331,"['ux', 'uv cli', 'uv tool', 'uv sync', 'uvx', 'uv', 'uv lock', 'uv python', 'uv api', 'uv run', 'uv add', 'uaf', 'ub', 'tool uv', 'uv publish', 'uv pip', 'uv config', 'uv pip compile', 'uv init', 'uv project', 'uv issue', 'domain: uv', 'uv configuration', 'uv library']"
trace,27,tracing,192,279,"['tracing', 'trace', 'stacktrace', 'cmd/trace', 'call stack', 'traceback', 'runtime trace', 'stack trace', 'backtrace', 'execution trace', 'dtrace', 'tracker', 'dynamic tracing', 'tracking', 'topic tracing']"
it,3,dom,109,691,"['std', 'dom', 'aten', 'asan', 'ide', 'amp', 'br', 'const', 'elf', 'ast', 'gd', 'hang', 'ir', 'native', 'ty', 'hir', 'hip', 'relui', 'bridgeless', 'conv', 'pty', 'toc', 'nilness', 'anyhow', 'ts', 'tp', 'zts', 'tso', 'dm', 'ghe', 'inline', 'escaping', 'border', 'in toto', 'never type', 'neon', 'gil', 'tor', 'boost', 'beta', 'pr', 'ini', 'elt', 'nan', 'elastic', 'it', 'aria', 'ime', 'adt', 'aten native', 'trust', 'nullable', 'rule', 'bypass', 'tcx', 'h2']"
t rustdoc,9,rustdoc,114,132,"['rustdoc', 't rustdoc', 'a rustdoc ui', 't rustdoc frontend']"
memory allocation,16,memory management,158,457,"['memory', 'memory management', 'allocator', 'memorymanagement', 'mmap', 'memory access', 'memory usage', 'alloc', 'memory optimization', 'outofmemoryerror', 'memory consumption', 'memory mapping', 'mem', 'memory issue', 'memory allocation', 'memory issues', 'memory model', 'c memory management', 'allocation', 'allocation error', 'memory allocator', 'allocations', 'memory overflow', 'out of memory', 'allocation failures', 'memory error', 'malloc', 'memory reference']"
open telemetry,2,telemetry,138,329,"['telemetry', 'monitoring', 'opentelemetry', 'zipkin', 'observability', 'prometheus', 'x/telemetry', 'newrelic', 'otlp', 'new relic', 'open telemetry', 'apm']"
front end,2,frontend,109,123,"['frontend', 'front matter', 'front end']"
mir,87,mir,87,155,"['mir', 'miri', 'mir opt', 'mirror', 'mirroring', 'mirrors', 'mir validation', 'mir build']"
spring data,165,spring data,165,182,"['spring data', 'spring data mongodb', 'spring data jpa', 'spring data redis', 'spring data jdbc', 'spring data gemfire']"
autograd,158,autograd,158,194,"['autograd', 'aotautograd', 'compile autograd', 'autodiff', 'forward mode ad', 'compiled autograd', 'domain autograd', 'topic autograd', 'custom autograd function', 'aot autograd']"
ddl,82,ddl,82,98,"['ddl', 'dml', 'dsl', 'ddl operation']"
auth,35,authentication,128,216,"['authentication', 'auth', 'authorization', 'credentials', 'webauthn', 'login', 'login issue', 'domain:authentication', 'auth issue', 'auth plugin']"
async,123,async,123,266,"['async', 'async await', 'async runtime', 'async fn', 'f async', 'async support', 'async programming', 'async execution', 'async operation', 'async issue', 'async handling', 'async executor', 'async requests', 'asynchronous']"
server,122,server,122,175,"['server', 'server actions', 'client server', 'platform server', 'server side', 'server action', 'serve', 'management server', 'server components', 'embedded server']"
segfault,152,segfault,152,222,"['segfault', 'segmentation fault', 'segmentationfault', 'segv']"
migration,158,migration,158,196,"['migration', 'data migration', 'migrate', 'feature migration', 'migration issue', 'database migration', 'migrations', 'edition migration', 'code migration', 'template migration']"
pytorch,619,pytorch,619,1422,"['onnx', 'torch compile', 'torch.compile', 'pytorch core', 'pytorch', 'pytorch api', 'torchscript', 'torchdynamo', 'pytorch dynamo', 'torchinductor', 'torch function', 'pytorch test', 'torch.export', 'onnx export', 'torch', 'torch dynamo', 'torchcompile', 'torch.fx', 'torch script', 'torch api', 'torchgen', 'pytorch model', 'torch inductor', 'torchfx', 'torch export', 'libtorch', 'pytorch compiler', 'pytorch frontend', 'pytorch function', 'pytorch benchmarks', 'pytorch compile', 'torchbench', 'onnxruntime', 'functorch', 'pytorch onnx', 'pytorch docs', 'pytorch internal', 'torch compiler', 'pytorch aten', 'torch core', 'torch jit', 'pytorch functionality', 'torch fx', 'pytorch ops', 'pytorch feature request', 'pytorch fx', 'pytorch ir', 'pytorch export', 'domain: pytorch', 'pytorch modules', 'torch.dynamo', 'pytorch optimization', 'pytorch issues', 'pytorch issue', 'domain: torchscript', 'domain torch library', 'pytorch feature', 'pytorch benchmark', 'pytorch backend', 'pytorch extensions', 'torch runtime error', 'torch. dynamo']"
mps,98,mps,98,111,"['mps', 'mpi', 'mptcp', 'multicast', 'mpsc', 'magma']"
domain:infrastructure,3,infrastructure,174,182,"['infrastructure', 'infra', 'domain: infrastructure', 'domain:infrastructure']"
jdbc,100,jdbc,100,144,"['jdbc', 'pdo', 'oracle', 'odbc', 'ojdbc']"
servlet,29,tomcat,129,163,"['tomcat', 'servlet', 'servlet container', 'servlet api']"
cgo,100,cgo,100,121,"['cgo', 'c interop', 'cmd/cgo', 'go cgo', 'cgo issue', 'go c interop', 'gccgo']"
functions,4,functionality,91,206,"['functionality', 'functional', 'function', 'functionalization', 'functions', 'associated functions', 'const functions', 'functional api', 'functional programming', 'lambda', 'functional execution']"
import,113,import,113,113,['import']
macos,99,ios,121,231,"['ios', 'macos', 'mach o', 'macos support', 'osx']"
indexing,93,indexing,93,246,"['index', 'indexing', 'indexer', 'modindex', 'indexcompatibility', 'index compatibility', 'indices', 'index select', 'index mode', 'index settings', 'index management', 'index store', 'index fill', 'index mapping', 'index strategy', 'index usage']"
resolution,32,completion,129,285,"['completion', 'closure', 'resolution', 'resolver', 'clamp', 'placeholderresolution', 'resolve', 'import resolution', 'completion issue', 'result', 'resolver issue', 'resolution issue', 'summary', 'placeholder resolution', 'resolution strategy', 'resolution algorithm']"
os,119,os,119,137,"['os', 'os/user', 'os string', 'os compatibility', 'os user', 'os issue', 'os interface', 'os issues']"
concurrency issue,7,concurrency,252,322,"['concurrency', 'race condition', 'racing condition', 'concurrency issue', 'concurrency control']"
query plan,6,query planner,40,189,"['query planner', 'query execution', 'query performance', 'query optimization', 'query plan', 'query planning', 'query optimizer', 'tidb planner', 'execution plan', 'sql performance', 'logical plan', 'sql optimization', 'database performance', 'sql execution', 'plan cache']"
llvm,99,llvm,99,114,"['llvm', 'compiler rt', 'cranelift', 'a llvm', 'llvm ir']"
suggestion,104,suggestion,104,205,"['suggestion', 'suggest', 'suggestions', 'suggest widget', 'suggest change', 'ui suggestion', 'api suggestion', 'error suggestion', 'suggestion improvement', 'suggest fix', 'command suggestion', 'user suggestion', 'advice']"
