representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash,644,crash,644,653,"['crash', 'type crash', 'application crash', 'crashes']"
panic,244,panic,244,273,"['panic', 'panicking', 'panics', 'panic handling', 'panicked']"
integrationtest,2,integration test,420,507,"['integration test', 'integration tests', 'integrationtests', 'integrationtest', 'test integration', 'integration testing', 'integration test failure']"
sql execution,10,sql,420,474,"['sql', 'query execution', 'sql query', 'sql execution', 'sql analysis']"
logic error,2,error,270,294,"['error', 'errors', 'logic error', 'logical error', 'math error']"
topic: optimization,4,optimization,668,688,"['optimization', 'topic: optimization', 'model optimization', 'topic:optimization', 'type: optimization', 'domain: optimization', 'optimization issue', 'optimizations']"
doc,80,docs,181,265,"['docs', 'doc', 'docusaurus']"
net http,5,http,284,499,"['http', 'http2', 'net/http', 'http client', 'net http', 'http protocol', 'net/http2', 'http connection', 'http server', 'http method']"
search function,2,search,201,212,"['search', 'search syntax', 'text search', 'search issue', 'search api', 'search function']"
type issue,18,type error,90,266,"['type error', 'type bug', 'type mismatch', 'type issue', 'type incorrectness', 'type unsoundness', 'type: issue', 'type/issue', 'type system bug', 'type checking bug', 'type:issue', 'types issue', 'incompatible types']"
crypto,206,crypto,206,238,"['crypto', 'cryptography', 'bitcoin', 'blockchain']"
tool management,5,tooling,199,212,"['tooling', 'tool interaction', 'tooling issue', 'tool management']"
language,262,language,262,278,"['language', 'babel', 'interpreter', 'english']"
core framework,2,core,216,244,"['core', 'core logic', 'core language', 'bitcoin core', 'core functionalities', 'core development', 'core functionality', 'core framework', 'core engine', 'core function']"
aot,157,aot,157,222,"['aot', 'aop', 'aoti']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,352,"['cuda', 'cudagraphs', 'cuda support', 'domain cuda', 'cudagraph', 'domain: cuda']"
spl,25,spel,144,174,"['spel', 'spl', 'saml']"
memory leak,245,memory leak,245,270,"['memory leak', 'leak', 'resource leak', 'memory leaks', 'leak detection']"
android,147,android,147,337,"['android', 'ios', 'mobile', 'mobile app', 'platform:android']"
networking,125,network,173,298,"['networking', 'network']"
lifetime issue,17,lifetime,106,147,"['lifetime', 'lifetimes', 'f lifetime', 'lifetime issue', 'lifetime issues']"
distribution,13,distributed,126,151,"['distributed', 'distribute', 'distributions', 'distribution']"
python,454,python,454,467,"['python', 'requires python', 'ipython', 'python3']"
codebrowser,3,codegen,146,158,"['codegen', 'code editor', 'codebrowser', 'codelens', 'code browser']"
upgrade,2079,upgrade,2079,2152,"['upgrade', 'framework upgrade', 'upgrades', 'rolling upgrade', 'upgrade policy', 'upgrading', 'client upgrade', 'upgrade required', 'upgrade regression']"
java technology,2,java,1923,2016,"['java', 'java version', 'java 21', 'java compiler', 'java ee', 'java support', 'java features', 'java application', 'java ecosystem', 'java technology']"
install,32,installation,203,240,"['installation', 'install', 'installer', 'tool installation']"
cache,195,cache,195,316,"['cache', 'caching', 'cache issue', 'topic: caching', 'cache miss']"
rustc,381,rustc,381,581,"['rustc', 'rustdoc', 'rust', 't rustdoc', 'rustfmt', 'rust analyzer', 'rust by example', 'rustup', 'rust std', 'rust abi', 'rust stdlib']"
inductor,243,inductor,243,263,"['inductor', 'inductor backend', 'topic: inductor', 'aot inductor']"
layout problem,2,layout,199,212,"['layout', 'window layout', 'application layout', 'layout issue', 'layout mismatch', 'layout problem']"
reactor,170,reactor,170,182,"['reactor', 'spring reactor', 'reactor netty']"
css,208,css,208,224,"['css', 'css syntax', 'css issue', 'css output', 'css styles', 'styling issue', 'css rendering']"
messaging,63,messaging,63,70,"['messaging', 'communication']"
pulsar,115,pulsar,115,158,"['pulsar', 'spring pulsar', 'pulsar reactive']"
workspaces,21,workspace,96,175,"['workspace', 'workbench', 'workspaces', 'workspace support', 'workspace management', 'virtual workspace', 'workspace package']"
component,135,component,135,172,"['component', 'components', 'component interaction', 'component behavior', 'component lifecycle', 'component configuration']"
kotlin,155,kotlin,155,170,"['kotlin', 'language kotlin', 'kotlin dsl', 'kotlin serialization', 'kotlin support']"
mvc,65,mvc,65,68,"['mvc', 'web mvc']"
config,91,config,91,109,"['config', 'configure', 'next config', 'launch config', 'run configuration', 'configure script']"
jit compilation,19,jit,159,186,"['jit', 'jit compilation', 'jit compiler', 'jit issue']"
debug,67,debugging,253,469,"['debugger', 'debug', 'debugging', 'debuginfo', 'debug console', 'debug build', 'debug assertions', 'a debuginfo', 'debug info', 'software debugging', 'debugging issue', 'debug mode', 'debugger issue']"
deprecation,154,deprecation,154,185,"['deprecation', 'deprecated', 'deprecation warning', 'topic:deprecation', 'type: deprecation', 'deprecated feature']"
build issue,162,build failure,180,370,"['build failure', 'build error', 'build issue', 'build issues', 'build problem']"
chat feature,5,chat,139,171,"['chat', 'inline chat', 'quick chat', 'chatgpt', 'chat feature', 'panel chat', 'chat integration', 'chat view', 'chat widget']"
cpu,179,cpu,179,210,"['cpu', 'cpu features', 'processor', 'cpu usage', 'cpu architecture', 'cpu performance', 'cpu instruction', 'cpu optimization', 'cpu detection', 'cpu feature detection']"
micrometer,147,micrometer,147,150,"['micrometer', 'spring micrometer']"
error messages,3,error message,184,236,"['error message', 'error reporting', 'error page', 'exception message', 'error report', 'error messages', 'type: error message', 'error suggestion']"
improvement,316,improvement,316,318,"['improvement', 'general improvement']"
ux,128,ux,128,175,"['ux', 'usability', 'qa']"
tracing,192,tracing,192,225,"['tracing', 'trace', 'dynamic tracing', 'symbolic tracing']"
std,91,std,91,98,"['std', 'deno std', 'std.progress']"
memory,96,memory,96,106,"['memory', 'memory model']"
webclient,31,httpclient,59,92,"['httpclient', 'webclient', 'webtestclient']"
open telemetry,2,telemetry,138,181,"['telemetry', 'opentelemetry', 'x/telemetry', 'open telemetry']"
parser,136,parser,136,232,"['parser', 'parsing', 'toml parser', 'parser issue', 'parse', 'expression parser', 'parser bug', 'toml parsing']"
metrics,220,metrics,220,226,"['metrics', 'metric', 'metrics test']"
frontend,109,frontend,109,111,"['frontend', 'front end']"
mir,87,mir,87,115,"['mir', 'miri']"
spring data,165,spring data,165,185,"['spring data', 'spring data mongodb', 'spring data jpa', 'spring data redis', 'spring data cassandra', 'spring data jdbc', 'spring data r2dbc']"
workflows,3,workflow,75,82,"['workflow', 'workflows', 'topic:workflow', 'workflow management']"
autograd,158,autograd,158,175,"['autograd', 'compile autograd', 'compiled autograd', 'custom autograd function', 'aot autograd']"
ddl,82,ddl,82,84,"['ddl', 'ddl operation']"
oauth,11,authentication,128,174,"['authentication', 'authorization', 'authorization server', 'oauth2', 'oauth', 'access token']"
async,123,async,123,270,"['async', 'async await', 'async runtime', 'async support', 'async programming', 'async load', 'async execution', 'async operation', 'async issue', 'async handling', 'async requests', 'async test', 'asynchronous', 'async io']"
platform server,4,server,122,135,"['server', 'platform server', 'code server', 'server components', 'embedded server']"
segfault,152,segfault,152,225,"['segfault', 'segmentation fault', 'buffer overflow']"
migrations,2,migration,158,192,"['migration', 'data migration', 'migrate', 'feature migration', 'migration issue', 'database migration', 'migrations', 'code migration']"
onnx export,15,onnx,122,139,"['onnx', 'onnx export', 'onnxruntime']"
mps,98,mps,98,100,"['mps', 'mpsc']"
domain: infrastructure,3,infrastructure,174,180,"['infrastructure', 'domain: infrastructure', 'domain:infrastructure']"
oracle jdk,2,jdbc,100,115,"['jdbc', 'jdk', 'oracle jdk']"
tomcat,129,tomcat,129,148,"['tomcat', 'jsp']"
compiling,5,compilation,272,349,"['compile time', 'compilation', 'compile', 'compiling', 'compilation time', 'category: compilation']"
cgo,100,cgo,100,108,"['cgo', 'cgocall', 'go cgo', 'cgo issue']"
functional,30,functionality,91,134,"['functionality', 'functional', 'functionalization']"
import,113,import,113,133,"['import', 'importer', 'imports']"
index usage,2,indexing,93,228,"['index', 'indexing', 'indexer', 'indices', 'index mode', 'index settings', 'index management', 'index store', 'index strategy', 'index usage']"
completion,129,completion,129,159,"['completion', 'shell completion', 'completions', 'code completion', 'category: completion', 'completion issue']"
os,119,os,119,137,"['os', 'os/user', 'os windows', 'os string', 'os request', 'operating system', 'os user']"
concurrency,252,concurrency,252,261,"['concurrency', 'concurrency issue', 'concurrency control']"
spring kafka,45,kafka,87,134,"['kafka', 'spring kafka', 'framework kafka']"
query planning,11,query planner,40,87,"['query planner', 'query plan', 'query planning', 'query optimizer', 'query parser', 'query language', 'query processing']"
new renderer,8,renderer,41,51,"['renderer', 'newrenderer', 'new renderer']"
webservices,2,web server,53,96,"['web server', 'webserver', 'web api', 'web client', 'webservices', 'web services', 'web apis']"
llvm,99,llvm,99,105,"['llvm', 'a llvm', 'llvm ir']"
suggestion,104,suggestion,104,147,"['suggestion', 'suggest', 'suggestions']"
generics,86,generics,86,136,"['generics', 'generic', 'generic programming', 'generic issue', 'generic issues', 'generic code']"
memory safety,95,memory safety,95,97,"['memory safety', 'pointer safety']"
topic: compatibility,3,compatibility,259,266,"['compatibility', 'domain: compatibility', 'topic: compatibility']"
ownership,40,ownership,40,42,"['ownership', 't ownership']"
attention mechanism,30,attention,44,76,"['attention', 'attention mechanism', 'attention mechanisms']"
reactive,80,reactive,80,130,"['reactive', 'reactivity']"
odbc,3,r2dbc,95,100,"['r2dbc', 'odbc', 'ojdbc']"
jetty,86,jetty,86,98,"['jetty', 'jetty reactive']"
native image,97,native image,97,106,"['native image', 'native']"
language server,89,language server,89,117,"['language server', 'go language server', 'domain language server', 'domain: language server', 'language service', 'lang server']"
dom,109,dom,109,113,"['dom', 'shadow dom']"
routing,99,routing,99,107,"['routing', 'parallel routes', 'typed routes', 'routing issue']"
spring graphql,29,graphql,100,129,"['graphql', 'spring graphql']"
optimizer,91,optimizer,91,99,"['optimizer', 'optimizers', 'optimizer state']"
ssl,105,ssl,105,111,"['ssl', 'https', 'ssl configuration']"
autoconfiguration,11,auto configuration,100,116,"['auto configuration', 'autoconfiguration', 'boot autoconfigure', 'autoconfigure']"
markdown,111,markdown,111,135,"['markdown', 'markup', 'markdown support', 'markdown rendering']"
diagnostics,117,diagnostics,117,151,"['diagnostics', 'diagnostic', 'a diagnostics', 'diagnostic issue']"
struct,49,struct,49,56,"['struct', 'struct layout', 'structs', 'struct padding']"
compiler behavior,32,compiler behavior,32,94,"['compiler behavior', 'compiler internal', 'compiler lint', 'compiler intrinsic', 'compile time behavior', 'compiler interaction', 'compiler feature', 'compiler flags', 'compiler features', 'compiler interpretation', 'compiler configuration']"
aten,56,aten,56,58,"['aten', 'aten native']"
x pack,88,x pack,88,90,"['x pack', 'x pack ml']"
setting,2,settings,96,110,"['settings', 'setting', 'setup']"
environment management,2,environment,82,86,"['environment', 'cross environment', 'environment management']"
command prompt,2,command line,79,152,"['command line', 'powershell', 'cmd', 'command prompt']"
templates,5,template,112,144,"['template', 'templating', 'html/template', 'text/template', 'templates']"
json processing,13,json,130,165,"['json', 'json output', 'json parsing', 'json processing', 'json schema', 'jsonassert']"
enum,74,enum,74,84,"['enum', 'enums', 'enum variant', 'enum layout', 'enum update']"
dark theme,4,theme,45,56,"['theme', 'light theme', 'dark theme', 'color theme']"
sync,105,sync,105,174,"['sync', 'synchronization', 'synctest', 'sync load', 'sync issue', 'sync package', 'sync failure']"
api change,170,api change,170,211,"['api change', 'api clarity', 'api behavior', 'api consistency', 'topic: api change', 'api evolution']"
serialization,125,serialization,125,145,"['serialization', 'deserialization', 'serialize']"
packaging,49,packaging,49,52,"['packaging', 'unboxing']"
neo4j,88,neo4j,88,88,['neo4j']
webflux,85,webflux,85,109,"['webflux', 'spring webflux']"
linux,113,linux,113,263,"['macos', 'linux', 'unix', 'osx']"
type: refactoring,3,refactoring,174,226,"['refactoring', 'refactor', 'code refactoring', 'type: refactor', 'type: refactoring', 'type:refactoring', 'category:refactoring']"
linking,66,linking,66,72,"['linking', 'links', 'find links', 'hyperlinks']"
metadata,130,metadata,130,145,"['metadata', 'module metadata', 'starter metadata', 'library metadata', 'metadata issue', 'metadata reading', 'metadata parsing', 'metadata management']"
warnings,26,warning,119,147,"['warning', 'warnings', 'warning messages']"
analysis,106,analysis,106,116,"['analysis', 'analyze', 'data analysis']"
eval,4,const eval,90,97,"['const eval', 'eval', 'eval context']"
tensor,180,tensor,180,355,"['tensor', 'tensor operations', 'tensordict', 'tensor parallel', 'tensor parallelism', 'tensor creation', 'tensor ops', 'tensor operation', 'tensor dict', 'tensors', 'named tensor', 'tensor construction', 'tensor api', 'tensor manipulation', 'tensor management', 'tensor computation', 'tensor issue', 'nested tensor', 'tensorrt', 'tensor conversion', 'masked tensor', 'tensor copy', 'fake tensor', 'nested tensors', 'tensor prop', 'empty tensor']"
executor service,2,executor,53,61,"['executor', 'task executor', 'async executor', 'executor service']"
validation,155,validation,155,188,"['validation', 'verification', 'invalidation']"
input method,11,input,87,139,"['input', 'input handling', 'input method', 'input field', 'inputs', 'user input', 'number input', 'input box', 'input processing', 'quick input']"
formatting,113,formatting,113,190,"['formatting', 'format', 'formatter', 'format string', 'format issue', 'output format', 'text formatting', 'output formatting', 'code formatting', 'data formatting', 'formatting issue']"
gc,78,gc,78,112,"['gc', 'grpc', 'gcp', 'gcn', 'gcs', 'gc issue']"
macros,14,macro,75,101,"['macro', 'macro rules', 'macro errors', 'macros', 'macro related', 'macro system']"
gui,108,gui,108,118,"['gui', 'gui issue']"
torch compile,47,torch.compile,71,143,"['torch compile', 'torch.compile', 'torch function', 'torchcompile', 'torch compiler', 'torch.nn.functional', 'torch runtime error']"
actuator,62,actuator,62,64,"['actuator', 'actuate']"
opcache,86,opcache,86,88,"['opcache', 'opcode cache']"
tikv,52,tikv,52,71,"['tikv', 'svg']"
type:bug,77,type: bug,94,248,"['bugs', 'type:bug', 'type: bug', 'type/bug', 'type: bugfix', 'bug introduction']"
encoding/json,7,encoding,94,122,"['encoding', 'encoding/xml', 'encoding/json', 'uri encoding', 'encoding issue', 'character encoding', 'url encoding', 'json encoding']"
bootstrap,77,bootstrap,77,84,"['bootstrap', 't bootstrap', 'bootstrapping']"
toolchain,57,toolchain,57,62,"['toolchain', 'toolchain issue']"
fuzz testing,12,fuzzing,61,82,"['fuzzing', 'fuzz', 'fuzzer', 'fuzz testing']"
iterator,66,iterator,66,77,"['iterator', 'iter', 'iterators']"
data race,78,data race,78,136,"['data race', 'race condition']"
notebook,53,notebook,53,67,"['notebook', 'notebooks']"
error handling,243,error handling,243,330,"['error handling', 'exception handling', 'errorhandling']"
domain: language features,5,language feature,242,419,"['language feature', 'language features', 'domain: language features', 'domain language features', 'domain/language features']"
flaky,44,flaky,44,44,['flaky']
release process,7,release,68,133,"['release', 'release management', 'multi release', 'release process', 'release workflow', 'go release']"
cmake,52,cmake,52,55,"['cmake', 'rmake']"
nn,47,nn,47,54,"['nn', 'knn']"
pip compatibility,3,pip,69,76,"['pip', 'pip compatibility', 'pip install']"
vim script,12,vimscript,86,170,"['vim9script', 'vimscript', 'vim script', 'vim scripting', 'vimscript interaction']"
gpu,135,gpu,135,165,"['gpu', 'gpus', 'multi gpu', 'cpu gpu comparison', 'gpu rendering', 'gpu acceleration']"
internal,30,internal,30,37,"['internal', 'internals', 'go internal']"
script,22,scripting,59,91,"['scripting', 'script', 'scripts', 'third party scripts', 'content script', 'script fields', 'script manager']"
multi threading,10,threading,60,183,"['threading', 'virtual threads', 'multithreading', 'worker threads', 'thread pool', 'thread management', 'multi threading', 'java threading', 'virtual thread']"
zend engine,110,zend engine,110,114,"['zend engine', 'zend optimizer']"
navigation,113,navigation,113,123,"['navigation', 'keyboard navigation']"
go/cmd,4,cmd/go,62,89,"['cmd/go', 'cmd/cgo', 'cmd/gomote', 'cmd/link', 'cmd/vet', 'cmd go', 'cmd/gitmirror', 'cmd/gonew', 'go/cmd', 'go/cmd/go']"
linker issue,11,linker,86,122,"['linker', 'linker error', 'linker issue', 'linker problem']"
user experience,223,user experience,223,225,"['user experience', 'domain: user experience']"
assertions,5,assertion failure,151,331,"['assertionerror', 'assertion', 'assertion failure', 'assertion error', 'assert', 'assertion library', 'assertj', 'assertions']"
pytorch functionality,3,pytorch,619,857,"['pytorch core', 'pytorch', 'pytorch api', 'pytorch dynamo', 'pytorch test', 'pytorch model', 'pytorch linalg', 'pytorch compiler', 'pytorch transformers', 'pytorch frontend', 'pytorch function', 'pytorch benchmarks', 'pytorch compile', 'pytorch onnx', 'pytorch rocm', 'pytorch docs', 'pytorch internal', 'pytorch aten', 'pytorch distributed', 'pytorch functionality', 'pytorch ops', 'pytorch feature request', 'pytorch fx', 'pytorch ir', 'pytorch export', 'domain: pytorch', 'pytorch modules', 'pytorch optimization', 'pytorch issues', 'pytorch issue', 'pytorch feature', 'pytorch elastic', 'pytorch benchmark', 'pytorch backend', 'pytorch extensions']"
triton kernel,4,triton,79,85,"['triton', 'triton kernels', 'triton kernel']"
export,83,export,83,103,"['export', 'model export', 'exporter', 'export data', 'aot export']"
hibernate,72,hibernate,72,72,['hibernate']
netty,83,netty,83,93,"['netty', 'netty4', 'net package', 'netrc']"
mockito,47,mockito,47,49,"['mockito', 'spring mockito']"
mirror,5,reflection,85,115,"['reflection', 'reflect', 'mirror', 'mirroring', 'mirrors']"
planner,36,planner,36,38,"['planner', 'planning']"
tools,45,tools,45,71,"['tools', 'tool', 'x tools', 'x/tools', 'br tool']"
package management,286,package management,286,384,"['package manager', 'package management', 'packages', 'package resolution', 'packageissue', 'packagemanagement', 'package loading', 'package', 'domain:package management', 'domain: package management', 'package configuration', 'internal package']"
memorymanagement,5,memory management,158,255,"['memory management', 'memorymanagement', 'memory access', 'memory usage', 'memory profiling', 'memory optimization', 'memory consumption', 'memory allocation', 'c memory management']"
type checking,79,type checking,79,158,"['typechecker', 'typechecking', 'type safety', 'type check', 'type checker', 'type checking', 'type guard']"
fsdp,55,fsdp,55,65,"['fsdp', 'sdpa']"
data storage,3,storage,135,170,"['storage', 'local storage', 'cloud storage', 'external storage', 'storage engine', 'data storage']"
jackson,37,jackson,37,37,['jackson']
jms,56,jms,56,74,"['jms', 'jmx', 'jpms', 'jndi']"
uv,60,uv,60,126,"['uv cli', 'uv sync', 'uvx', 'uv', 'uv lock', 'uv api', 'uv publish', 'uv library']"
localize,2,i18n,43,121,"['localization', 'i18n', 'internationalization', 'localize']"
turbo module,9,turbopack,66,92,"['turbopack', 'turbo', 'turbomodule', 'turbo module', 'turbo pack', 'turbo modules']"
abi,66,abi,66,74,"['abi', 'f abi', 'a abi', 'c abi']"
clippy,51,clippy,51,55,"['clippy', 'clipping', 'web clipper']"
lint,113,lint,113,125,"['lint', 'next lint', 'lint issue', 'lints', 'lint warning']"
operators,8,operator,29,40,"['operator', 'operators', 'operator support']"
xpack,43,xpack,43,85,"['xpu', 'xpack', 'xpack esql']"
junit,43,junit,43,45,"['junit', 'junit jupiter']"
spring aot,5,spring,359,487,"['spring session', 'spring retry', 'spring ws', 'spring aop', 'spring orm', 'spring', 'spring aot']"
ldap,56,ldap,56,83,"['ldap', 'spring ldap']"
annotations,25,annotation,38,100,"['annotation', 'annotation processing', 'annotations', 'annotated text', 'test annotation', 'type annotation', 'java annotations', 'java annotation', 'contract annotations', 'type annotations']"
information schema,58,information schema,58,101,"['information schema', 'schema', 'info schema', 'schema management', 'sql schema']"
github,15,git,73,90,"['git', 'github', 'gitlab']"
backends,2,backend,73,83,"['backend', 'build backend', 'custom backend', 'backends', 'backend extension']"
syscall,50,syscall,50,73,"['syscall', 'syscalls', 'syft', 'sysroot', 'sycl']"
math functions,2,function,41,58,"['function', 'functions', 'math functions', 'math function', 'function definition', 'mathematical function']"
quantization,57,quantization,57,57,['quantization']
partitioning,55,partitioning,55,70,"['partitioning', 'partitioner', 'reorganize partition', 'partition pruning', 'partition', 'partition management']"
mysql,59,mysql,59,65,"['mysql', 'mysqlnd', 'mysqli']"
rest,46,rest,46,48,"['rest', 'sleep']"
zend,33,zend,33,38,"['zend', 'zendengine', 'zenmode']"
scrollbar,2,scrolling,73,85,"['scrolling', 'scrollview', 'scrollbar', 'scroll api']"
html,68,html,68,77,"['html', 'htmlunit', 'html formatting']"
ssa,47,ssa,47,55,"['ssa', 'go ssa', 'ssa interp']"
linting,101,linting,101,121,"['linting', 'linter']"
overflow,44,overflow,44,58,"['overflow', 'overlay']"
fs,35,fs,35,37,"['fs', 'nls']"
libraries,20,library,253,346,"['libraries', 'library', 'standard library', 'library usage', 'library management', 'library maintenance', 'library support', 'library features', 'library proposal']"
spring hateoas,42,spring hateoas,42,46,"['spring hateoas', 'hateoas']"
infoschema,23,infoschema,23,23,['infoschema']
shell,39,shell,39,41,"['shell', 'fish shell']"
coverage,46,coverage,46,48,"['coverage', 'cover']"
c++,92,c++,92,94,"['c++', 'c++ related']"
event listeners,6,event handling,44,96,"['event handling', 'event listener', 'eventhandling', 'event listeners', 'event emission', 'event emitter', 'event listening']"
wasm,52,wasm,52,60,"['wasm', 'ilm']"
code style,22,code style,22,26,"['code style', 'coding style']"
asn1,4,ast,44,80,"['asan', 'ast', 'asn1']"
api docs,6,api design,79,149,"['api design', 'api documentation', 'api reference', 'api docs', 'api doc', 'labels: api', 'domain: api design', 'topic: api', 'category: api']"
type unification,2,type inference,76,124,"['type inference', 'unsized types', 'type assertion', 'type hierarchy', 'type propagation', 'type coercion', 'type unification', 'type casting', 'type constraint', 'recursive types', 'type compatibility', 'type resolution']"
unsafe,20,unsafe code,52,84,"['unsafe code', 'unsafe', 'f unsafe', 'unsafety', 'unsafe operations']"
inference engine,2,inference,79,98,"['inference', 'inference mode', 'model inference', 'inference engine', 'inference plugin']"
framework integration,4,framework,328,334,"['framework', 'framework integration', 'framework configuration']"
classpath loading,3,classpath,37,97,"['classpath', 'classloading', 'classloader', 'class loader', 'class loading', 'classpath loading', 'classloader issue', 'classpath issue']"
