representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
plugins,9,plugin,269,278,"['plugin', 'plugins']"
os,119,windows,415,922,"['windows', 'os', 'macos', 'linux', 'syscall', 'syscalls', 'unix', 'sys', 'posix', 'x sys unix', 'win32', 'syft', 'oss', 'sys unix', 'os/user', 'os windows', 'sysroot', 'sycl', 'os request', 'operating system', 'microsoft', 'x/sys', 'os user', 'osx']"
gradle,295,gradle,295,337,"['gradle', 'gradle plugin', 'domain:gradle']"
configuration,999,configuration,999,1559,"['configuration', 'installation', 'config', 'auto configuration', 'install', 'autoconfiguration', 'configure', 'configuration properties', 'installer', 'boot autoconfigure', 'configurationproperties', 'autoconfigure', 'launch config', 'run configuration', 'install issue', 'installation issue', 'configuration issue', 'installation failure', 'configuration files', 'topic: configuration', 'setup issue', 'configuration option', 'topic:configuration', 'configuration file', 'config management']"
dynamo,456,dynamo,456,456,['dynamo']
html rendering,13,rendering,320,1349,"['rendering', 'css', 'renderer', 'formatting', 'gpu', 'html', 'code style', 'styling', 'style', 'node api', 'format', 'formatter', 'node compat', 'text display', 'format string', 'nodejs compatibility', 'coding style', 'node', 'server rendering', 'css generation', 'content rendering', 'code clarity', 'text rendering', 'server side rendering', 'format issue', 'noder', 'newrenderer', 'node compatibility', 'client side rendering', 'node js', 'gpus', 'template rendering', 'css syntax', 'css issue', 'css output', 'render', 'output format', 'text formatting', 'html rendering', 'node.js', 'output formatting', 'nodejs', 'domain: nodejs', 'new renderer', 'html generation', 'styles', 'code formatting', 'domain:javascript', 'css styles', 'domain:html', 'styling issue', 'data formatting', 'formatting issue', 'javascript core', 'text layout', 'nodejs core', 'nvidia', 'gpu issue', 'css rendering', 'gpu rendering', 'gpu acceleration', 'image rendering', 'html formatting']"
syntax,255,syntax,255,266,"['syntax', 'grammar', 'syntax definition']"
web,306,web,306,361,"['web', 'website']"
behavior,138,behavior,138,138,['behavior']
extension support,3,extension,256,381,"['extension', 'extensions', 'extension installation', 'extension management', 'extension issues', 'extension issue', 'extension development', 'extension compatibility', 'extension update', 'extension updates', 'extension support', 'extension handling', 'extension system', 'extension bug']"
accessibility,228,accessibility,228,230,"['accessibility', 'accessibility issues']"
typescript,386,typescript,386,390,"['typescript', 'topic: typescript', 'typescript support']"
integration,285,integration,285,289,"['integration', 'integration issue']"
crash,644,crash,644,647,"['crash', 'crashes']"
panic,244,panic,244,270,"['panic', 'panicking', 'panics', 'panicked']"
doc,80,docs,181,271,"['docs', 'doc', 'doc improvement']"
search function,2,search,201,209,"['search', 'search syntax', 'text search', 'search issue', 'search function']"
encoding/binary,2,crypto,206,705,"['crypto', 'authentication', 'encoding', 'filetype', 'auth', 'authorization', 'encryption', 'cryptography', 'decoder', 'oauth2', 'utf8', 'encoding/binary', 'encoder', 'utf 8', 'webauthn', 'login issue', 'file type', 'binary', 'decode', 'filetype plugin', 'binary analysis', 'oauth', 'bitcoin', 'domain/crypto', 'domain: security', 'file format', 'encoding issue', 'domain:security', 'domain: crypto', 'domain/cryptography', 'binary format', 'binaryanalysis', 'character encoding', 'cipher', 'go binary', 'domain: cryptography', 'domain:authentication', 'binary data', 'file extension', 'filetype support', 'filetype detection', 'auth issue', 'decryption', 'utf8 error']"
core,216,core,216,216,['core']
aot,157,aot,157,236,"['aot', 'aop', 'aoti', 'spring aop', 'spring aot']"
instrumentation,70,instrumentation,70,70,['instrumentation']
cuda,326,cuda,326,361,"['cuda', 'cudagraphs', 'cuda support', 'cuda issue', 'domain cuda', 'cudagraph', 'domain: cuda', 'cuda error', 'cuda unsupported']"
spl,25,spel,144,174,"['spel', 'spl', 'saml']"
memory access,38,memory leak,245,774,"['memory leak', 'memory safety', 'memory management', 'memorymanagement', 'memory corruption', 'data corruption', 'memorysafety', 'memory access', 'memory usage', 'weak pointers', 'resource leak', 'smart pointers', 'symbol conflict', 'memory format', 'memory layout', 'memory profiling', 'missing symbol', 'pointer safety', 'memory optimization', 'undefined symbol', 'memory consumption', 'memory mapping', 'memory issue', 'memory allocation', 'memory issues', 'c memory management', 'uninitialized variable', 'buffer overflow', 'heap buffer overflow', 'undefined variable', 'pointers', 'resource limit', 'memory leaks', 'allocation error', 'pointer', 'heap overflow', 'shared memory', 'memory overflow', 'out of memory', 'allocation failures', 'memory error', 'uninitialized', 'heap corruption', 'memory limit', 'memory alignment', 'uninitialized memory', 'smart pointer', 'memory reference']"
android,147,android,147,149,"['android', 'platform:android']"
domain: networking,2,infrastructure,174,554,"['networking', 'infrastructure', 'network', 'protocol', 'connectivity', 'connection', 'connect', 'protocol support', 'domain: infrastructure', 'domain:infrastructure', 'protocol extension', 'domain:network', 'domain: network', 'domain: networking', 'connect protocol', 'connection details']"
lifetime,106,lifetime,106,122,"['lifetime', 'lifetimes', 'f lifetime']"
distribution,13,distributed,126,151,"['distributed', 'distribute', 'distributions', 'distribution']"
python,454,python,454,460,"['python', 'ipython', 'python3']"
codegen,146,codegen,146,146,['codegen']
cache,195,cache,195,341,"['cache', 'caching', 'file cache', 'cache management', 'cache issue', 'topic: caching', 'distributed cache', 'cache control', 'cache miss']"
rust stdlib,2,ice,409,1369,"['rustc', 'std', 'rustdoc', 'rust', 'rustc error', 't rustdoc', 'rustfmt', 'rustc bug', 'rust analyzer', 'a rustdoc ui', 'stdlib', 'rustc book', 'rust by example', 'rustc llvm', 'rustup', 'rustc internal', 'rustc internal error', 'rust compiler', 'std.progress', 'ice', 'rust language', 'rust lang', 'rustc compiler', 'go stdlib', 'rust std', 'php stdlib', 'stdio', 'rustcompiler', 'rustc ice', 'go/stdlib', 'rust abi', 'rustc issue', 'rust stdlib', 'rustc warning', 'domain language rust', 'rust standard library', 'rustc panic', 'java stdlib', 'stdlib issue', 't rustdoc frontend', 'rustc dev guide', ' ice ', 'ice ']"
inductor,243,inductor,243,267,"['inductor', 'torchinductor', 'torch inductor', 'topic: inductor', 'aot inductor']"
reactor,170,reactor,170,170,['reactor']
messaging,63,messaging,63,63,['messaging']
pulsar,115,pulsar,115,158,"['pulsar', 'spring pulsar', 'pulsar reactive']"
virtual workspace,2,workspace,96,222,"['workspace', 'workbench', 'vm', 'workspaces', 'virtual environment', 'workspace support', 'workspace management', 'virtual environments', 'virtualization', 'virtual workspace', 'workspace package']"
component,135,component,135,156,"['component', 'components', 'component name']"
kotlin,155,kotlin,155,168,"['kotlin', 'language kotlin', 'kotlin dsl', 'kotlin support']"
mvc,65,mvc,65,68,"['mvc', 'web mvc']"
jit,159,jit,159,164,"['jit', 'jit issue']"
debug,67,debugging,253,480,"['debugger', 'debug', 'debugging', 'debuginfo', 'debug console', 'remote debugging', 'debug build', 'a debuginfo', 'debug info', 'troubleshooting', 'debugging tool', 'software debugging', 'debugging issue', 'debug mode', 'debugger issue']"
deprecation,154,deprecation,154,185,"['deprecation', 'deprecated', 'deprecation warning', 'topic:deprecation', 'type: deprecation', 'deprecated feature']"
chat feature,5,chat,139,167,"['chat', 'inline chat', 'quick chat', 'chat feature', 'chat integration', 'chat view', 'chat widget']"
micrometer,147,micrometer,147,147,['micrometer']
improvement,316,improvement,316,316,['improvement']
tracing,192,tracing,192,225,"['tracing', 'trace', 'dynamic tracing', 'symbolic tracing']"
memory,96,memory,96,96,['memory']
open telemetry,2,telemetry,138,181,"['telemetry', 'opentelemetry', 'x/telemetry', 'open telemetry']"
metrics,220,metrics,220,234,"['metrics', 'runtime/metrics', 'performance monitoring', 'performance metrics', 'metric', 'metrics test']"
backend,73,frontend,109,194,"['frontend', 'backend', 'build backend', 'custom backend', 'front end', 'backends', 'backend extension']"
mir,87,mir,87,134,"['mir', 'miri', 'mir opt', 'mir optimization']"
workflows,3,workflow,75,109,"['workflow', 'workflows', 'process management', 'process improvement', 'topic:workflow', 'workflow management']"
autograd,158,autograd,158,175,"['autograd', 'compile autograd', 'compiled autograd', 'custom autograd function', 'aot autograd']"
ddl,82,ddl,82,84,"['ddl', 'ddl operation']"
segmentation fault,59,segfault,152,214,"['segfault', 'segmentation fault', 'invalid pointer']"
migration,158,migration,158,180,"['migration', 'relocation', 'migrate', 'migration issue', 'migrations']"
onnx,122,onnx,122,122,['onnx']
mps,98,mps,98,100,"['mps', 'mpsc']"
tomcat,129,tomcat,129,129,['tomcat']
cgo,100,cgo,100,102,"['cgo', 'go cgo']"
functionality,91,functionality,91,91,['functionality']
import,113,import,113,296,"['import', 'export', 'import error', 'importer', 'organize imports', 'imports', 'exporter', 'data import', 'export data', 'import errors', 'exports', 'import behavior', 'import failure', 'file import', 'import table', 'import issue', 'import management', 'go imports']"
ios,121,ios,121,121,['ios']
index management,35,indexing,93,231,"['index', 'indexing', 'indexer', 'indices', 'index select', 'index settings', 'index management', 'index join', 'index store', 'index strategy', 'index usage']"
completion,129,completion,129,144,"['completion', 'completions', 'category: completion', 'completion issue']"
concurrency,252,concurrency,252,261,"['concurrency', 'concurrency issue', 'concurrency control']"
spring kafka,45,kafka,87,134,"['kafka', 'spring kafka', 'framework kafka']"
llvm,99,llvm,99,105,"['llvm', 'a llvm', 'llvm ir']"
suggestion,104,suggestion,104,147,"['suggestion', 'suggest', 'suggestions']"
ownership,40,ownership,40,44,"['ownership', 't ownership', 'ownership and borrowing']"
attention,44,attention,44,44,['attention']
reactive,80,reactive,80,80,['reactive']
r2dbc,95,r2dbc,95,95,['r2dbc']
jetty,86,jetty,86,86,['jetty']
native image,97,native image,97,97,['native image']
dom,109,dom,109,109,['dom']
routing,99,routing,99,101,"['routing', 'routing issue']"
graphql,100,graphql,100,100,['graphql']
markdown,111,markdown,111,135,"['markdown', 'markup', 'markdown support', 'markdown rendering']"
diagnostics,117,diagnostics,117,151,"['diagnostics', 'diagnostic', 'a diagnostics', 'diagnostic issue']"
struct,49,struct,49,56,"['struct', 'struct layout', 'structs', 'struct padding']"
aten,56,aten,56,90,"['aten', 'asan', 'aten native']"
